Gene	Pred	Actual
b'ENSDARG00000005476'	b'0.5954139'	b'1'
b'ENSDARG00000005518'	b'0.5952196'	b'0'
b'ENSDARG00000005525'	b'0.595966'	b'1'
b'ENSDARG00000005549'	b'0.59752375'	b'1'
b'ENSDARG00000005652'	b'0.59562767'	b'1'
b'ENSDARG00000005670'	b'0.59552544'	b'0'
b'ENSDARG00000005679'	b'0.5995414'	b'1'
b'ENSDARG00000005754'	b'0.59464407'	b'1'
b'ENSDARG00000005772'	b'0.59551823'	b'1'
b'ENSDARG00000005799'	b'0.59712744'	b'1'
b'ENSDARG00000005870'	b'0.5924108'	b'1'
b'ENSDARG00000005941'	b'0.599396'	b'1'
b'ENSDARG00000006110'	b'0.59622365'	b'0'
b'ENSDARG00000006200'	b'0.5964734'	b'1'
b'ENSDARG00000006202'	b'0.5955515'	b'1'
b'ENSDARG00000006215'	b'0.59700763'	b'1'
b'ENSDARG00000006279'	b'0.5954454'	b'1'
b'ENSDARG00000006385'	b'0.59370613'	b'1'
b'ENSDARG00000006447'	b'0.59395766'	b'0'
b'ENSDARG00000006474'	b'0.59719'	b'0'
b'ENSDARG00000006491'	b'0.593753'	b'1'
b'ENSDARG00000006494'	b'0.59842294'	b'1'
b'ENSDARG00000006560'	b'0.5924109'	b'0'
b'ENSDARG00000006585'	b'0.5899113'	b'1'
b'ENSDARG00000006588'	b'0.59403086'	b'1'
b'ENSDARG00000006609'	b'0.59545124'	b'1'
b'ENSDARG00000006683'	b'0.5947423'	b'1'
b'ENSDARG00000006754'	b'0.5981823'	b'1'
b'ENSDARG00000006758'	b'0.5932661'	b'1'
b'ENSDARG00000006811'	b'0.5947299'	b'1'
b'ENSDARG00000006859'	b'0.5959746'	b'1'
b'ENSDARG00000006889'	b'0.5977555'	b'1'
b'ENSDARG00000006921'	b'0.5973346'	b'1'
b'ENSDARG00000006924'	b'0.5937027'	b'1'
b'ENSDARG00000007092'	b'0.59660614'	b'1'
b'ENSDARG00000007125'	b'0.5942669'	b'1'
b'ENSDARG00000007207'	b'0.5978413'	b'1'
b'ENSDARG00000007279'	b'0.5947772'	b'1'
b'ENSDARG00000007289'	b'0.5938826'	b'1'
b'ENSDARG00000007323'	b'0.5919952'	b'1'
b'ENSDARG00000007344'	b'0.59570646'	b'1'
b'ENSDARG00000007398'	b'0.60038567'	b'1'
b'ENSDARG00000007405'	b'0.59687614'	b'1'
b'ENSDARG00000007409'	b'0.5936657'	b'1'
b'ENSDARG00000007531'	b'0.5951495'	b'1'
b'ENSDARG00000007560'	b'0.5966197'	b'1'
b'ENSDARG00000007582'	b'0.59703624'	b'0'
b'ENSDARG00000007603'	b'0.58794874'	b'1'
b'ENSDARG00000007639'	b'0.5950004'	b'1'
b'ENSDARG00000007654'	b'0.59910655'	b'0'
b'ENSDARG00000007678'	b'0.59436774'	b'1'
b'ENSDARG00000007693'	b'0.59787786'	b'1'
b'ENSDARG00000007720'	b'0.59551835'	b'1'
b'ENSDARG00000007739'	b'0.59834796'	b'0'
b'ENSDARG00000007786'	b'0.5950862'	b'1'
b'ENSDARG00000007886'	b'0.5924588'	b'1'
b'ENSDARG00000007941'	b'0.5962604'	b'0'
b'ENSDARG00000007988'	b'0.6013526'	b'0'
b'ENSDARG00000008026'	b'0.60029525'	b'1'
b'ENSDARG00000008030'	b'0.5900986'	b'1'
b'ENSDARG00000008032'	b'0.593472'	b'1'
b'ENSDARG00000008060'	b'0.59550637'	b'1'
b'ENSDARG00000008174'	b'0.59902734'	b'0'
b'ENSDARG00000008384'	b'0.59527063'	b'1'
b'ENSDARG00000008396'	b'0.59614646'	b'1'
b'ENSDARG00000008433'	b'0.5940932'	b'1'
b'ENSDARG00000008473'	b'0.5937699'	b'0'
b'ENSDARG00000008678'	b'0.59425485'	b'1'
b'ENSDARG00000008740'	b'0.5963706'	b'1'
b'ENSDARG00000008772'	b'0.59949505'	b'0'
b'ENSDARG00000008906'	b'0.59698725'	b'1'
b'ENSDARG00000008979'	b'0.5923469'	b'1'
b'ENSDARG00000008982'	b'0.59225667'	b'1'
b'ENSDARG00000009020'	b'0.59574'	b'0'
b'ENSDARG00000009021'	b'0.5983991'	b'1'
b'ENSDARG00000009133'	b'0.5961994'	b'1'
b'ENSDARG00000009169'	b'0.5970727'	b'1'
b'ENSDARG00000009209'	b'0.5964884'	b'1'
b'ENSDARG00000009215'	b'0.59553576'	b'0'
b'ENSDARG00000009253'	b'0.59474516'	b'1'
b'ENSDARG00000009281'	b'0.59478617'	b'1'
b'ENSDARG00000009727'	b'0.5948939'	b'0'
b'ENSDARG00000009738'	b'0.5984278'	b'0'
b'ENSDARG00000009782'	b'0.59752584'	b'1'
b'ENSDARG00000009851'	b'0.59707516'	b'1'
b'ENSDARG00000009930'	b'0.5965911'	b'0'
b'ENSDARG00000009949'	b'0.59928143'	b'0'
b'ENSDARG00000009978'	b'0.59503406'	b'1'
b'ENSDARG00000010031'	b'0.59454614'	b'1'
b'ENSDARG00000010042'	b'0.5945147'	b'0'
b'ENSDARG00000010318'	b'0.59203804'	b'1'
b'ENSDARG00000010425'	b'0.5971775'	b'1'
b'ENSDARG00000010432'	b'0.5961523'	b'1'
b'ENSDARG00000010717'	b'0.59832066'	b'1'
b'ENSDARG00000010782'	b'0.5948983'	b'1'
b'ENSDARG00000010844'	b'0.5951768'	b'1'
b'ENSDARG00000010873'	b'0.5903541'	b'1'
b'ENSDARG00000010905'	b'0.5972563'	b'1'
b'ENSDARG00000010918'	b'0.59619975'	b'1'
b'ENSDARG00000010936'	b'0.59257233'	b'1'
b'ENSDARG00000011083'	b'0.59747183'	b'0'
b'ENSDARG00000011146'	b'0.59881294'	b'1'
b'ENSDARG00000011188'	b'0.59366095'	b'1'
b'ENSDARG00000011201'	b'0.59322214'	b'1'
b'ENSDARG00000011360'	b'0.60456795'	b'1'
b'ENSDARG00000011422'	b'0.59460646'	b'0'
b'ENSDARG00000011579'	b'0.5991323'	b'0'
b'ENSDARG00000011886'	b'0.5939009'	b'0'
b'ENSDARG00000011897'	b'0.5970272'	b'1'
b'ENSDARG00000011956'	b'0.5959438'	b'0'
b'ENSDARG00000011989'	b'0.60051954'	b'0'
b'ENSDARG00000012013'	b'0.59211546'	b'0'
b'ENSDARG00000012019'	b'0.5938797'	b'0'
b'ENSDARG00000012039'	b'0.5964792'	b'1'
b'ENSDARG00000012060'	b'0.59722996'	b'0'
b'ENSDARG00000012140'	b'0.59825456'	b'1'
b'ENSDARG00000012234'	b'0.5954368'	b'1'
b'ENSDARG00000012248'	b'0.59743214'	b'1'
b'ENSDARG00000012314'	b'0.5959863'	b'1'
b'ENSDARG00000012366'	b'0.59829146'	b'0'
b'ENSDARG00000012369'	b'0.5964577'	b'1'
b'ENSDARG00000012432'	b'0.59920883'	b'1'
b'ENSDARG00000012495'	b'0.6004392'	b'1'
b'ENSDARG00000012505'	b'0.5978616'	b'1'
b'ENSDARG00000012563'	b'0.5990688'	b'1'
b'ENSDARG00000012684'	b'0.5979052'	b'1'
b'ENSDARG00000012745'	b'0.59145916'	b'1'
b'ENSDARG00000012829'	b'0.5966605'	b'0'
b'ENSDARG00000012887'	b'0.5946069'	b'1'
b'ENSDARG00000012949'	b'0.6009098'	b'1'
b'ENSDARG00000013016'	b'0.5926594'	b'1'
b'ENSDARG00000013078'	b'0.595225'	b'1'
b'ENSDARG00000013266'	b'0.59643734'	b'1'
b'ENSDARG00000013293'	b'0.59740645'	b'0'
b'ENSDARG00000013307'	b'0.59944'	b'1'
b'ENSDARG00000013393'	b'0.59237826'	b'0'
b'ENSDARG00000013539'	b'0.59625554'	b'1'
b'ENSDARG00000013613'	b'0.5968698'	b'1'
b'ENSDARG00000013705'	b'0.59936786'	b'1'
b'ENSDARG00000013729'	b'0.5938159'	b'1'
b'ENSDARG00000013763'	b'0.59528005'	b'1'
b'ENSDARG00000013787'	b'0.5950408'	b'0'
b'ENSDARG00000013845'	b'0.58851314'	b'1'
b'ENSDARG00000013881'	b'0.5966172'	b'1'
b'ENSDARG00000013892'	b'0.5965787'	b'1'
b'ENSDARG00000013931'	b'0.59798217'	b'1'
b'ENSDARG00000013933'	b'0.59426194'	b'0'
b'ENSDARG00000013938'	b'0.59744775'	b'1'
b'ENSDARG00000013968'	b'0.5966847'	b'1'
b'ENSDARG00000013976'	b'0.59487057'	b'1'
b'ENSDARG00000014041'	b'0.59339154'	b'1'
b'ENSDARG00000014159'	b'0.59436285'	b'1'
b'ENSDARG00000014215'	b'0.59857726'	b'1'
b'ENSDARG00000014302'	b'0.59496844'	b'0'
b'ENSDARG00000014420'	b'0.59219515'	b'0'
b'ENSDARG00000014462'	b'0.59232527'	b'0'
b'ENSDARG00000014599'	b'0.5922768'	b'1'
b'ENSDARG00000014634'	b'0.6005975'	b'1'
b'ENSDARG00000014685'	b'0.59715235'	b'1'
b'ENSDARG00000014704'	b'0.596104'	b'1'
b'ENSDARG00000014731'	b'0.59412587'	b'1'
b'ENSDARG00000014761'	b'0.5962584'	b'0'
b'ENSDARG00000014803'	b'0.59464204'	b'0'
b'ENSDARG00000014963'	b'0.5985403'	b'1'
b'ENSDARG00000015002'	b'0.5937896'	b'0'
b'ENSDARG00000015010'	b'0.5921905'	b'0'
b'ENSDARG00000015065'	b'0.5953618'	b'1'
b'ENSDARG00000015153'	b'0.5959735'	b'1'
b'ENSDARG00000015161'	b'0.592409'	b'1'
b'ENSDARG00000015208'	b'0.5939994'	b'1'
b'ENSDARG00000015221'	b'0.5967761'	b'1'
b'ENSDARG00000015252'	b'0.5933429'	b'1'
b'ENSDARG00000015273'	b'0.5916977'	b'0'
b'ENSDARG00000015314'	b'0.59787405'	b'1'
b'ENSDARG00000015355'	b'0.59750354'	b'1'
b'ENSDARG00000015392'	b'0.59747964'	b'1'
b'ENSDARG00000015449'	b'0.59803206'	b'1'
b'ENSDARG00000015566'	b'0.59446764'	b'1'
b'ENSDARG00000015759'	b'0.59834516'	b'1'
b'ENSDARG00000015860'	b'0.5952319'	b'1'
b'ENSDARG00000015918'	b'0.59749264'	b'1'
b'ENSDARG00000015966'	b'0.5913888'	b'1'
b'ENSDARG00000016016'	b'0.59568393'	b'1'
b'ENSDARG00000016048'	b'0.6005414'	b'1'
b'ENSDARG00000016163'	b'0.5970075'	b'1'
b'ENSDARG00000016188'	b'0.59699327'	b'1'
b'ENSDARG00000016255'	b'0.599604'	b'1'
b'ENSDARG00000016302'	b'0.5995636'	b'1'
b'ENSDARG00000016343'	b'0.5919839'	b'0'
b'ENSDARG00000016357'	b'0.5967901'	b'1'
b'ENSDARG00000016464'	b'0.5945883'	b'1'
b'ENSDARG00000016496'	b'0.5994987'	b'1'
b'ENSDARG00000016538'	b'0.5972385'	b'1'
b'ENSDARG00000016611'	b'0.5958721'	b'1'
b'ENSDARG00000016706'	b'0.59236056'	b'1'
b'ENSDARG00000016733'	b'0.5964229'	b'1'
b'ENSDARG00000016745'	b'0.5955888'	b'1'
b'ENSDARG00000016753'	b'0.59480464'	b'1'
b'ENSDARG00000016773'	b'0.59670776'	b'1'
b'ENSDARG00000016864'	b'0.5959697'	b'1'
b'ENSDARG00000016908'	b'0.5932872'	b'1'
b'ENSDARG00000016936'	b'0.59770495'	b'1'
b'ENSDARG00000016964'	b'0.59178054'	b'1'
b'ENSDARG00000016968'	b'0.59622556'	b'1'
b'ENSDARG00000016981'	b'0.5935133'	b'1'
b'ENSDARG00000017014'	b'0.5960021'	b'1'
b'ENSDARG00000017261'	b'0.5951401'	b'1'
b'ENSDARG00000017369'	b'0.59613967'	b'1'
b'ENSDARG00000017400'	b'0.59776276'	b'1'
b'ENSDARG00000017565'	b'0.5946015'	b'1'
b'ENSDARG00000017606'	b'0.5984472'	b'1'
b'ENSDARG00000017658'	b'0.5915525'	b'1'
b'ENSDARG00000017659'	b'0.59492373'	b'1'
b'ENSDARG00000017708'	b'0.59195256'	b'1'
b'ENSDARG00000017748'	b'0.5948228'	b'1'
b'ENSDARG00000017757'	b'0.59798616'	b'1'
b'ENSDARG00000017811'	b'0.59142506'	b'1'
b'ENSDARG00000017880'	b'0.5968164'	b'1'
b'ENSDARG00000017882'	b'0.59668213'	b'0'
b'ENSDARG00000017910'	b'0.5968771'	b'1'
b'ENSDARG00000017927'	b'0.5910772'	b'0'
b'ENSDARG00000017983'	b'0.5980371'	b'0'
b'ENSDARG00000018105'	b'0.59877217'	b'0'
b'ENSDARG00000018393'	b'0.5974418'	b'1'
b'ENSDARG00000018524'	b'0.5956545'	b'1'
b'ENSDARG00000018559'	b'0.5978159'	b'1'
b'ENSDARG00000018687'	b'0.594075'	b'0'
b'ENSDARG00000018691'	b'0.5957651'	b'1'
b'ENSDARG00000018721'	b'0.59300643'	b'1'
b'ENSDARG00000018743'	b'0.5967525'	b'0'
b'ENSDARG00000018817'	b'0.6014431'	b'0'
b'ENSDARG00000018953'	b'0.5980866'	b'1'
b'ENSDARG00000018971'	b'0.59176695'	b'1'
b'ENSDARG00000019008'	b'0.59380525'	b'1'
b'ENSDARG00000019179'	b'0.59524596'	b'0'
b'ENSDARG00000019208'	b'0.59531957'	b'0'
b'ENSDARG00000019274'	b'0.59258235'	b'1'
b'ENSDARG00000019300'	b'0.59083974'	b'1'
b'ENSDARG00000019332'	b'0.59456646'	b'1'
b'ENSDARG00000019355'	b'0.5989245'	b'1'
b'ENSDARG00000019398'	b'0.59528095'	b'1'
b'ENSDARG00000019406'	b'0.5911602'	b'1'
b'ENSDARG00000019444'	b'0.5962056'	b'1'
b'ENSDARG00000019498'	b'0.5948676'	b'1'
b'ENSDARG00000019658'	b'0.59398603'	b'0'
b'ENSDARG00000019693'	b'0.59279454'	b'1'
b'ENSDARG00000019702'	b'0.59621114'	b'1'
b'ENSDARG00000019706'	b'0.59294665'	b'1'
b'ENSDARG00000019835'	b'0.5957948'	b'0'
b'ENSDARG00000019920'	b'0.59564716'	b'0'
b'ENSDARG00000019990'	b'0.5957427'	b'0'
b'ENSDARG00000020007'	b'0.5915296'	b'1'
b'ENSDARG00000020009'	b'0.5929488'	b'1'
b'ENSDARG00000020024'	b'0.5970706'	b'1'
b'ENSDARG00000020031'	b'0.59050405'	b'1'
b'ENSDARG00000020041'	b'0.59749067'	b'1'
b'ENSDARG00000020046'	b'0.59434235'	b'0'
b'ENSDARG00000020134'	b'0.5954075'	b'1'
b'ENSDARG00000020158'	b'0.59729207'	b'0'
b'ENSDARG00000020176'	b'0.5914309'	b'1'
b'ENSDARG00000020204'	b'0.5965714'	b'1'
b'ENSDARG00000020224'	b'0.59315026'	b'0'
b'ENSDARG00000020289'	b'0.5966432'	b'1'
b'ENSDARG00000020345'	b'0.5921861'	b'1'
b'ENSDARG00000020417'	b'0.5940852'	b'0'
b'ENSDARG00000020455'	b'0.59719163'	b'1'
b'ENSDARG00000020483'	b'0.5919434'	b'0'
b'ENSDARG00000020509'	b'0.5984074'	b'1'
b'ENSDARG00000020574'	b'0.59905374'	b'1'
b'ENSDARG00000020602'	b'0.5986222'	b'0'
b'ENSDARG00000020693'	b'0.5952823'	b'1'
b'ENSDARG00000020702'	b'0.5988738'	b'1'
b'ENSDARG00000020738'	b'0.59340197'	b'0'
b'ENSDARG00000020771'	b'0.5948112'	b'0'
b'ENSDARG00000020913'	b'0.5954399'	b'1'
b'ENSDARG00000020924'	b'0.59363717'	b'1'
b'ENSDARG00000021032'	b'0.5950551'	b'0'
b'ENSDARG00000021046'	b'0.5970441'	b'1'
b'ENSDARG00000021055'	b'0.5922516'	b'0'
b'ENSDARG00000021110'	b'0.59616226'	b'1'
b'ENSDARG00000021124'	b'0.5985136'	b'1'
b'ENSDARG00000021257'	b'0.5942549'	b'1'
b'ENSDARG00000021584'	b'0.596264'	b'0'
b'ENSDARG00000021905'	b'0.58993244'	b'1'
b'ENSDARG00000021945'	b'0.5969609'	b'1'
b'ENSDARG00000022160'	b'0.595999'	b'1'
b'ENSDARG00000022303'	b'0.59663856'	b'1'
b'ENSDARG00000022340'	b'0.59633315'	b'1'
b'ENSDARG00000022518'	b'0.59511614'	b'0'
b'ENSDARG00000022599'	b'0.59750104'	b'1'
b'ENSDARG00000022614'	b'0.5974908'	b'0'
b'ENSDARG00000022690'	b'0.5949607'	b'1'
b'ENSDARG00000022712'	b'0.59657824'	b'1'
b'ENSDARG00000022763'	b'0.59364176'	b'1'
b'ENSDARG00000022772'	b'0.59755206'	b'1'
b'ENSDARG00000022817'	b'0.5965914'	b'1'
b'ENSDARG00000022841'	b'0.5994724'	b'1'
b'ENSDARG00000022895'	b'0.59140146'	b'1'
b'ENSDARG00000023104'	b'0.59352124'	b'1'
b'ENSDARG00000023188'	b'0.59709865'	b'1'
b'ENSDARG00000023298'	b'0.59110636'	b'1'
b'ENSDARG00000023526'	b'0.59415007'	b'0'
b'ENSDARG00000023537'	b'0.5966264'	b'0'
b'ENSDARG00000023645'	b'0.597841'	b'1'
b'ENSDARG00000023703'	b'0.59659904'	b'1'
b'ENSDARG00000023886'	b'0.5938405'	b'0'
b'ENSDARG00000023952'	b'0.5967791'	b'0'
b'ENSDARG00000023988'	b'0.59659'	b'1'
b'ENSDARG00000024141'	b'0.59335077'	b'0'
b'ENSDARG00000024204'	b'0.5989095'	b'1'
b'ENSDARG00000024219'	b'0.5943698'	b'1'
b'ENSDARG00000024299'	b'0.59370697'	b'1'
b'ENSDARG00000024306'	b'0.5947639'	b'1'
b'ENSDARG00000024443'	b'0.59304214'	b'1'
b'ENSDARG00000024522'	b'0.59518725'	b'0'
b'ENSDARG00000024548'	b'0.5995573'	b'0'
b'ENSDARG00000024588'	b'0.59272814'	b'0'
b'ENSDARG00000024744'	b'0.59628665'	b'1'
b'ENSDARG00000024815'	b'0.5962936'	b'1'
b'ENSDARG00000024844'	b'0.5990665'	b'1'
b'ENSDARG00000024966'	b'0.5973787'	b'1'
b'ENSDARG00000025073'	b'0.5941818'	b'1'
b'ENSDARG00000025162'	b'0.5995741'	b'0'
b'ENSDARG00000025187'	b'0.5973023'	b'0'
b'ENSDARG00000025311'	b'0.5940392'	b'0'
b'ENSDARG00000025332'	b'0.5965337'	b'1'
b'ENSDARG00000025428'	b'0.59847873'	b'1'
b'ENSDARG00000025467'	b'0.5966972'	b'1'
b'ENSDARG00000025593'	b'0.5954634'	b'1'
b'ENSDARG00000025855'	b'0.5952334'	b'1'
b'ENSDARG00000025889'	b'0.59205836'	b'1'
b'ENSDARG00000025943'	b'0.5972949'	b'0'
b'ENSDARG00000025972'	b'0.60217464'	b'1'
b'ENSDARG00000026048'	b'0.5942422'	b'1'
b'ENSDARG00000026086'	b'0.59588885'	b'0'
b'ENSDARG00000026165'	b'0.5981333'	b'0'
b'ENSDARG00000026198'	b'0.5947535'	b'1'
b'ENSDARG00000026236'	b'0.5975357'	b'1'
b'ENSDARG00000026453'	b'0.59565485'	b'1'
b'ENSDARG00000026629'	b'0.59327006'	b'1'
b'ENSDARG00000026801'	b'0.5969975'	b'1'
b'ENSDARG00000026862'	b'0.5941224'	b'1'
b'ENSDARG00000026865'	b'0.59974587'	b'1'
b'ENSDARG00000026882'	b'0.59586656'	b'1'
b'ENSDARG00000026895'	b'0.59489703'	b'1'
b'ENSDARG00000026990'	b'0.59262'	b'1'
b'ENSDARG00000027046'	b'0.592204'	b'1'
b'ENSDARG00000027112'	b'0.5943297'	b'1'
b'ENSDARG00000027391'	b'0.5924033'	b'0'
b'ENSDARG00000027552'	b'0.59591424'	b'1'
b'ENSDARG00000027590'	b'0.5860226'	b'1'
b'ENSDARG00000027750'	b'0.5972355'	b'1'
b'ENSDARG00000027813'	b'0.59669244'	b'1'
b'ENSDARG00000027899'	b'0.5939024'	b'1'
b'ENSDARG00000028058'	b'0.5961765'	b'1'
b'ENSDARG00000028159'	b'0.59986925'	b'1'
b'ENSDARG00000028198'	b'0.5987146'	b'1'
b'ENSDARG00000028228'	b'0.59703124'	b'1'
b'ENSDARG00000028379'	b'0.5936842'	b'1'
b'ENSDARG00000028396'	b'0.6002583'	b'1'
b'ENSDARG00000028478'	b'0.6008699'	b'1'
b'ENSDARG00000028661'	b'0.6015012'	b'1'
b'ENSDARG00000028725'	b'0.5918723'	b'0'
b'ENSDARG00000028780'	b'0.59277713'	b'0'
b'ENSDARG00000028793'	b'0.59906816'	b'1'
b'ENSDARG00000028971'	b'0.5929625'	b'1'
b'ENSDARG00000029057'	b'0.60075086'	b'0'
b'ENSDARG00000029112'	b'0.59663177'	b'0'
b'ENSDARG00000029177'	b'0.59609234'	b'1'
b'ENSDARG00000029232'	b'0.5978154'	b'1'
b'ENSDARG00000029239'	b'0.59361184'	b'0'
b'ENSDARG00000029259'	b'0.5936437'	b'1'
b'ENSDARG00000029290'	b'0.5940871'	b'0'
b'ENSDARG00000029308'	b'0.59718686'	b'1'
b'ENSDARG00000029370'	b'0.5960469'	b'1'
b'ENSDARG00000029480'	b'0.59899294'	b'1'
b'ENSDARG00000029710'	b'0.59559965'	b'0'
b'ENSDARG00000029724'	b'0.5907667'	b'1'
b'ENSDARG00000029761'	b'0.5965495'	b'1'
b'ENSDARG00000029764'	b'0.594447'	b'1'
b'ENSDARG00000029881'	b'0.59932137'	b'0'
b'ENSDARG00000029936'	b'0.590503'	b'1'
b'ENSDARG00000030012'	b'0.59968483'	b'1'
b'ENSDARG00000030157'	b'0.5953158'	b'0'
b'ENSDARG00000030166'	b'0.5942688'	b'1'
b'ENSDARG00000030224'	b'0.5945827'	b'1'
b'ENSDARG00000030335'	b'0.59809184'	b'1'
b'ENSDARG00000030472'	b'0.59353256'	b'1'
b'ENSDARG00000030641'	b'0.59873784'	b'1'
b'ENSDARG00000030687'	b'0.59612525'	b'1'
b'ENSDARG00000030703'	b'0.5957918'	b'0'
b'ENSDARG00000030722'	b'0.59560615'	b'0'
b'ENSDARG00000030789'	b'0.5984137'	b'1'
b'ENSDARG00000030824'	b'0.5949445'	b'1'
b'ENSDARG00000030896'	b'0.59417933'	b'0'
b'ENSDARG00000030957'	b'0.59136134'	b'1'
b'ENSDARG00000031046'	b'0.5930689'	b'0'
b'ENSDARG00000031095'	b'0.59645545'	b'0'
b'ENSDARG00000031098'	b'0.5960666'	b'1'
b'ENSDARG00000031100'	b'0.5960193'	b'1'
b'ENSDARG00000031366'	b'0.5981936'	b'1'
b'ENSDARG00000031388'	b'0.59575593'	b'1'
b'ENSDARG00000031483'	b'0.597077'	b'0'
b'ENSDARG00000031511'	b'0.59247935'	b'1'
b'ENSDARG00000031777'	b'0.596655'	b'1'
b'ENSDARG00000031886'	b'0.59504247'	b'1'
