Gene	Pred	Actual
b'ENSDARG00000007693'	b'0.5567901'	b'1'
b'ENSDARG00000007720'	b'0.570331'	b'1'
b'ENSDARG00000007739'	b'0.5027007'	b'0'
b'ENSDARG00000007786'	b'0.6204161'	b'1'
b'ENSDARG00000007886'	b'0.6148758'	b'1'
b'ENSDARG00000007941'	b'0.4611484'	b'0'
b'ENSDARG00000007988'	b'0.6152343'	b'0'
b'ENSDARG00000008026'	b'0.63003075'	b'1'
b'ENSDARG00000008030'	b'0.62706685'	b'1'
b'ENSDARG00000008032'	b'0.5991641'	b'1'
b'ENSDARG00000008060'	b'0.51249725'	b'1'
b'ENSDARG00000008174'	b'0.48414698'	b'0'
b'ENSDARG00000008384'	b'0.43641213'	b'1'
b'ENSDARG00000008396'	b'0.5356665'	b'1'
b'ENSDARG00000008433'	b'0.624632'	b'1'
b'ENSDARG00000008473'	b'0.55932695'	b'0'
b'ENSDARG00000008678'	b'0.62797344'	b'1'
b'ENSDARG00000008740'	b'0.59554106'	b'1'
b'ENSDARG00000008772'	b'0.58660495'	b'0'
b'ENSDARG00000008906'	b'0.52220273'	b'1'
b'ENSDARG00000008979'	b'0.55830634'	b'1'
b'ENSDARG00000008982'	b'0.5960208'	b'1'
b'ENSDARG00000009020'	b'0.54498315'	b'0'
b'ENSDARG00000009021'	b'0.62125427'	b'1'
b'ENSDARG00000009133'	b'0.65307766'	b'1'
b'ENSDARG00000009169'	b'0.619732'	b'1'
b'ENSDARG00000009209'	b'0.63075185'	b'1'
b'ENSDARG00000009215'	b'0.4242816'	b'0'
b'ENSDARG00000009253'	b'0.5927116'	b'1'
b'ENSDARG00000009281'	b'0.62408376'	b'1'
b'ENSDARG00000009727'	b'0.6487241'	b'0'
b'ENSDARG00000009738'	b'0.64312243'	b'0'
b'ENSDARG00000009782'	b'0.6416977'	b'1'
b'ENSDARG00000009851'	b'0.6038577'	b'1'
b'ENSDARG00000009930'	b'0.5421716'	b'0'
b'ENSDARG00000009949'	b'0.63641804'	b'0'
b'ENSDARG00000009978'	b'0.51880825'	b'1'
b'ENSDARG00000010031'	b'0.5537839'	b'1'
b'ENSDARG00000010042'	b'0.6394845'	b'0'
b'ENSDARG00000010318'	b'0.62116873'	b'1'
b'ENSDARG00000010425'	b'0.6079911'	b'1'
b'ENSDARG00000010432'	b'0.5545018'	b'1'
b'ENSDARG00000010717'	b'0.5443929'	b'1'
b'ENSDARG00000010782'	b'0.603864'	b'1'
b'ENSDARG00000010844'	b'0.5523536'	b'1'
b'ENSDARG00000010873'	b'0.51354'	b'1'
b'ENSDARG00000010905'	b'0.6213864'	b'1'
b'ENSDARG00000010918'	b'0.6356205'	b'1'
b'ENSDARG00000010936'	b'0.609897'	b'1'
b'ENSDARG00000011083'	b'0.56677675'	b'0'
b'ENSDARG00000011146'	b'0.55886024'	b'1'
b'ENSDARG00000011188'	b'0.6406925'	b'1'
b'ENSDARG00000011201'	b'0.5628177'	b'1'
b'ENSDARG00000011360'	b'0.6089535'	b'1'
b'ENSDARG00000011422'	b'0.64794534'	b'0'
b'ENSDARG00000011579'	b'0.503424'	b'0'
b'ENSDARG00000011886'	b'0.5430547'	b'0'
b'ENSDARG00000011897'	b'0.597842'	b'1'
b'ENSDARG00000011956'	b'0.6254188'	b'0'
b'ENSDARG00000011989'	b'0.52924883'	b'0'
b'ENSDARG00000012013'	b'0.65495676'	b'0'
b'ENSDARG00000012019'	b'0.5619862'	b'0'
b'ENSDARG00000012039'	b'0.6262271'	b'1'
b'ENSDARG00000012060'	b'0.5510977'	b'0'
b'ENSDARG00000012140'	b'0.615867'	b'1'
b'ENSDARG00000012234'	b'0.57180476'	b'1'
b'ENSDARG00000012248'	b'0.5950202'	b'1'
b'ENSDARG00000012314'	b'0.66293555'	b'1'
b'ENSDARG00000012366'	b'0.6100409'	b'0'
b'ENSDARG00000012369'	b'0.5255418'	b'1'
b'ENSDARG00000012432'	b'0.5969882'	b'1'
b'ENSDARG00000012495'	b'0.57342017'	b'1'
b'ENSDARG00000012505'	b'0.5112883'	b'1'
b'ENSDARG00000012563'	b'0.62009823'	b'1'
b'ENSDARG00000012684'	b'0.64355177'	b'1'
b'ENSDARG00000012745'	b'0.6251852'	b'1'
b'ENSDARG00000012829'	b'0.61428726'	b'0'
b'ENSDARG00000012887'	b'0.61266553'	b'1'
b'ENSDARG00000012949'	b'0.5549315'	b'1'
b'ENSDARG00000013016'	b'0.5888477'	b'1'
b'ENSDARG00000013078'	b'0.6221374'	b'1'
b'ENSDARG00000013266'	b'0.5817149'	b'1'
b'ENSDARG00000013293'	b'0.6163208'	b'0'
b'ENSDARG00000013307'	b'0.50698364'	b'1'
b'ENSDARG00000013393'	b'0.5572948'	b'0'
b'ENSDARG00000013539'	b'0.6286329'	b'1'
b'ENSDARG00000013613'	b'0.6131352'	b'1'
b'ENSDARG00000013705'	b'0.5862627'	b'1'
b'ENSDARG00000013729'	b'0.57205164'	b'1'
b'ENSDARG00000013763'	b'0.6306399'	b'1'
b'ENSDARG00000013787'	b'0.6097847'	b'0'
b'ENSDARG00000013845'	b'0.62521863'	b'1'
b'ENSDARG00000013881'	b'0.6394403'	b'1'
b'ENSDARG00000013892'	b'0.6488876'	b'1'
b'ENSDARG00000013931'	b'0.57590115'	b'1'
b'ENSDARG00000013933'	b'0.48395896'	b'0'
b'ENSDARG00000013938'	b'0.6056764'	b'1'
b'ENSDARG00000013968'	b'0.63229144'	b'1'
b'ENSDARG00000013976'	b'0.62752354'	b'1'
b'ENSDARG00000014041'	b'0.5706989'	b'1'
b'ENSDARG00000014159'	b'0.62164927'	b'1'
b'ENSDARG00000014215'	b'0.6533345'	b'1'
b'ENSDARG00000014302'	b'0.5525631'	b'0'
b'ENSDARG00000014420'	b'0.6338'	b'0'
b'ENSDARG00000014462'	b'0.6019434'	b'0'
b'ENSDARG00000014599'	b'0.62886'	b'1'
b'ENSDARG00000014634'	b'0.6301305'	b'1'
b'ENSDARG00000014685'	b'0.61173505'	b'1'
b'ENSDARG00000014704'	b'0.6350293'	b'1'
b'ENSDARG00000014731'	b'0.58941716'	b'1'
b'ENSDARG00000014761'	b'0.47327286'	b'0'
b'ENSDARG00000014803'	b'0.5913515'	b'0'
b'ENSDARG00000014963'	b'0.5787465'	b'1'
b'ENSDARG00000015002'	b'0.56292593'	b'0'
b'ENSDARG00000015010'	b'0.58243716'	b'0'
b'ENSDARG00000015065'	b'0.6368501'	b'1'
b'ENSDARG00000015153'	b'0.5502565'	b'1'
b'ENSDARG00000015161'	b'0.56894207'	b'1'
b'ENSDARG00000015208'	b'0.6401776'	b'1'
b'ENSDARG00000015221'	b'0.5401952'	b'1'
b'ENSDARG00000015252'	b'0.54575497'	b'1'
b'ENSDARG00000015273'	b'0.6190108'	b'0'
b'ENSDARG00000015314'	b'0.61923933'	b'1'
b'ENSDARG00000015355'	b'0.612537'	b'1'
b'ENSDARG00000015392'	b'0.63282704'	b'1'
b'ENSDARG00000015449'	b'0.54087824'	b'1'
b'ENSDARG00000015566'	b'0.638987'	b'1'
b'ENSDARG00000015759'	b'0.62698936'	b'1'
b'ENSDARG00000015860'	b'0.52424955'	b'1'
b'ENSDARG00000015918'	b'0.63302445'	b'1'
b'ENSDARG00000015966'	b'0.6052349'	b'1'
b'ENSDARG00000016016'	b'0.647707'	b'1'
b'ENSDARG00000016048'	b'0.6445998'	b'1'
b'ENSDARG00000016163'	b'0.6365863'	b'1'
b'ENSDARG00000016188'	b'0.6614636'	b'1'
b'ENSDARG00000016255'	b'0.6281571'	b'1'
b'ENSDARG00000016302'	b'0.64026916'	b'1'
b'ENSDARG00000016343'	b'0.58965206'	b'0'
b'ENSDARG00000016357'	b'0.5665003'	b'1'
b'ENSDARG00000016464'	b'0.6550806'	b'1'
b'ENSDARG00000016496'	b'0.64419115'	b'1'
b'ENSDARG00000016538'	b'0.5651813'	b'1'
b'ENSDARG00000016611'	b'0.5807049'	b'1'
b'ENSDARG00000016706'	b'0.62322295'	b'1'
b'ENSDARG00000016733'	b'0.48781753'	b'1'
b'ENSDARG00000016745'	b'0.5859888'	b'1'
b'ENSDARG00000016753'	b'0.63934225'	b'1'
b'ENSDARG00000016773'	b'0.5730626'	b'1'
b'ENSDARG00000016864'	b'0.613269'	b'1'
b'ENSDARG00000016908'	b'0.45469502'	b'1'
b'ENSDARG00000016936'	b'0.6502905'	b'1'
b'ENSDARG00000016964'	b'0.58300596'	b'1'
b'ENSDARG00000016968'	b'0.58564824'	b'1'
b'ENSDARG00000016981'	b'0.54915404'	b'1'
b'ENSDARG00000017014'	b'0.6162555'	b'1'
b'ENSDARG00000017261'	b'0.59689903'	b'1'
b'ENSDARG00000017369'	b'0.63528514'	b'1'
b'ENSDARG00000017400'	b'0.59852123'	b'1'
b'ENSDARG00000017565'	b'0.6190661'	b'1'
b'ENSDARG00000017606'	b'0.5727949'	b'1'
b'ENSDARG00000017658'	b'0.5935382'	b'1'
b'ENSDARG00000017659'	b'0.5979374'	b'1'
b'ENSDARG00000017708'	b'0.57886803'	b'1'
b'ENSDARG00000017748'	b'0.6568262'	b'1'
b'ENSDARG00000017757'	b'0.5802501'	b'1'
b'ENSDARG00000017811'	b'0.5201551'	b'1'
b'ENSDARG00000017880'	b'0.64730465'	b'1'
b'ENSDARG00000017882'	b'0.6049676'	b'0'
b'ENSDARG00000017910'	b'0.61124986'	b'1'
b'ENSDARG00000017927'	b'0.44578007'	b'0'
b'ENSDARG00000017983'	b'0.5658461'	b'0'
b'ENSDARG00000018105'	b'0.61549294'	b'0'
b'ENSDARG00000018393'	b'0.6312592'	b'1'
b'ENSDARG00000018524'	b'0.5819292'	b'1'
b'ENSDARG00000018559'	b'0.64964616'	b'1'
b'ENSDARG00000018687'	b'0.6289961'	b'0'
b'ENSDARG00000018691'	b'0.5627357'	b'1'
b'ENSDARG00000018721'	b'0.640542'	b'1'
b'ENSDARG00000018743'	b'0.6217017'	b'0'
b'ENSDARG00000018817'	b'0.4858946'	b'0'
b'ENSDARG00000018953'	b'0.625439'	b'1'
b'ENSDARG00000018971'	b'0.4800944'	b'1'
b'ENSDARG00000019008'	b'0.6423153'	b'1'
b'ENSDARG00000019179'	b'0.54932547'	b'0'
b'ENSDARG00000019208'	b'0.6393641'	b'0'
b'ENSDARG00000019274'	b'0.4661215'	b'1'
b'ENSDARG00000019300'	b'0.51970494'	b'1'
b'ENSDARG00000019332'	b'0.5762327'	b'1'
b'ENSDARG00000019355'	b'0.56805825'	b'1'
b'ENSDARG00000019398'	b'0.5812155'	b'1'
b'ENSDARG00000019406'	b'0.48307225'	b'1'
b'ENSDARG00000019444'	b'0.5404992'	b'1'
b'ENSDARG00000019498'	b'0.5976907'	b'1'
b'ENSDARG00000019658'	b'0.65190524'	b'0'
b'ENSDARG00000019693'	b'0.6411108'	b'1'
b'ENSDARG00000019702'	b'0.6061188'	b'1'
b'ENSDARG00000019706'	b'0.48846722'	b'1'
b'ENSDARG00000019835'	b'0.46830645'	b'0'
b'ENSDARG00000019920'	b'0.48373652'	b'0'
b'ENSDARG00000019990'	b'0.60652256'	b'0'
b'ENSDARG00000020007'	b'0.61197996'	b'1'
b'ENSDARG00000020009'	b'0.63968265'	b'1'
b'ENSDARG00000020024'	b'0.55190134'	b'1'
b'ENSDARG00000020031'	b'0.55781376'	b'1'
b'ENSDARG00000020041'	b'0.603298'	b'1'
b'ENSDARG00000020046'	b'0.58881'	b'0'
b'ENSDARG00000020134'	b'0.5260013'	b'1'
b'ENSDARG00000020158'	b'0.5366737'	b'0'
b'ENSDARG00000020176'	b'0.457027'	b'1'
b'ENSDARG00000020204'	b'0.64908504'	b'1'
b'ENSDARG00000020224'	b'0.5852723'	b'0'
b'ENSDARG00000020289'	b'0.6299826'	b'1'
b'ENSDARG00000020345'	b'0.6340531'	b'1'
b'ENSDARG00000020417'	b'0.6404941'	b'0'
b'ENSDARG00000020455'	b'0.5716325'	b'1'
b'ENSDARG00000020483'	b'0.59873915'	b'0'
b'ENSDARG00000020509'	b'0.60520613'	b'1'
b'ENSDARG00000020574'	b'0.5618334'	b'1'
b'ENSDARG00000020602'	b'0.57244956'	b'0'
b'ENSDARG00000020693'	b'0.6242888'	b'1'
b'ENSDARG00000020702'	b'0.6030418'	b'1'
b'ENSDARG00000020738'	b'0.48826095'	b'0'
b'ENSDARG00000020771'	b'0.55329466'	b'0'
b'ENSDARG00000020913'	b'0.5844175'	b'1'
b'ENSDARG00000020924'	b'0.6279317'	b'1'
b'ENSDARG00000021032'	b'0.4374803'	b'0'
b'ENSDARG00000021046'	b'0.569811'	b'1'
b'ENSDARG00000021055'	b'0.5592414'	b'0'
b'ENSDARG00000021110'	b'0.6418676'	b'1'
b'ENSDARG00000021124'	b'0.5571386'	b'1'
b'ENSDARG00000021257'	b'0.59907174'	b'1'
b'ENSDARG00000021584'	b'0.651695'	b'0'
b'ENSDARG00000021905'	b'0.62268215'	b'1'
b'ENSDARG00000021945'	b'0.61483943'	b'1'
b'ENSDARG00000022160'	b'0.54228103'	b'1'
b'ENSDARG00000022303'	b'0.57329243'	b'1'
b'ENSDARG00000022340'	b'0.4841875'	b'1'
b'ENSDARG00000022518'	b'0.64968216'	b'0'
b'ENSDARG00000022599'	b'0.61192137'	b'1'
b'ENSDARG00000022614'	b'0.6085'	b'0'
b'ENSDARG00000022690'	b'0.6276951'	b'1'
b'ENSDARG00000022712'	b'0.6404102'	b'1'
b'ENSDARG00000022763'	b'0.58967555'	b'1'
b'ENSDARG00000022772'	b'0.5563556'	b'1'
b'ENSDARG00000022817'	b'0.51633584'	b'1'
b'ENSDARG00000022841'	b'0.6116108'	b'1'
b'ENSDARG00000022895'	b'0.65781814'	b'1'
b'ENSDARG00000023104'	b'0.6307622'	b'1'
b'ENSDARG00000023188'	b'0.5318911'	b'1'
b'ENSDARG00000023298'	b'0.57176197'	b'1'
b'ENSDARG00000023526'	b'0.6266279'	b'0'
b'ENSDARG00000023537'	b'0.61867034'	b'0'
b'ENSDARG00000023645'	b'0.59845066'	b'1'
b'ENSDARG00000023703'	b'0.5366577'	b'1'
b'ENSDARG00000023886'	b'0.60043335'	b'0'
b'ENSDARG00000023952'	b'0.6191741'	b'0'
b'ENSDARG00000023988'	b'0.61333275'	b'1'
b'ENSDARG00000024141'	b'0.6103422'	b'0'
b'ENSDARG00000024204'	b'0.6026443'	b'1'
b'ENSDARG00000024219'	b'0.5905456'	b'1'
b'ENSDARG00000024299'	b'0.49983054'	b'1'
b'ENSDARG00000024306'	b'0.5190443'	b'1'
b'ENSDARG00000024443'	b'0.6491271'	b'1'
b'ENSDARG00000024522'	b'0.55489665'	b'0'
b'ENSDARG00000024548'	b'0.6308558'	b'0'
b'ENSDARG00000024588'	b'0.5361324'	b'0'
b'ENSDARG00000024744'	b'0.6338443'	b'1'
b'ENSDARG00000024815'	b'0.5863635'	b'1'
b'ENSDARG00000024844'	b'0.5744077'	b'1'
b'ENSDARG00000024966'	b'0.5589362'	b'1'
b'ENSDARG00000025073'	b'0.5889263'	b'1'
b'ENSDARG00000025162'	b'0.66080743'	b'0'
b'ENSDARG00000025187'	b'0.4872745'	b'0'
b'ENSDARG00000025311'	b'0.4914725'	b'0'
b'ENSDARG00000025332'	b'0.63501847'	b'1'
b'ENSDARG00000025428'	b'0.4663146'	b'1'
b'ENSDARG00000025467'	b'0.63549083'	b'1'
b'ENSDARG00000025593'	b'0.6215484'	b'1'
b'ENSDARG00000025855'	b'0.4898412'	b'1'
b'ENSDARG00000025889'	b'0.6342653'	b'1'
b'ENSDARG00000025943'	b'0.45834908'	b'0'
b'ENSDARG00000025972'	b'0.5729115'	b'1'
b'ENSDARG00000026048'	b'0.639764'	b'1'
b'ENSDARG00000026086'	b'0.62591183'	b'0'
b'ENSDARG00000026165'	b'0.6575601'	b'0'
b'ENSDARG00000026198'	b'0.6197165'	b'1'
b'ENSDARG00000026236'	b'0.5064763'	b'1'
b'ENSDARG00000026453'	b'0.58301896'	b'1'
b'ENSDARG00000026629'	b'0.64661837'	b'1'
b'ENSDARG00000026801'	b'0.64408374'	b'1'
b'ENSDARG00000026862'	b'0.61644894'	b'1'
b'ENSDARG00000026865'	b'0.64194465'	b'1'
b'ENSDARG00000026882'	b'0.6312933'	b'1'
b'ENSDARG00000026895'	b'0.560922'	b'1'
b'ENSDARG00000026990'	b'0.57503694'	b'1'
b'ENSDARG00000027046'	b'0.6161879'	b'1'
b'ENSDARG00000027112'	b'0.60230774'	b'1'
b'ENSDARG00000027391'	b'0.5096419'	b'0'
b'ENSDARG00000027552'	b'0.6368358'	b'1'
b'ENSDARG00000027590'	b'0.6237763'	b'1'
b'ENSDARG00000027750'	b'0.51697445'	b'1'
b'ENSDARG00000027813'	b'0.6591888'	b'1'
b'ENSDARG00000027899'	b'0.6016789'	b'1'
b'ENSDARG00000028058'	b'0.48580918'	b'1'
b'ENSDARG00000028159'	b'0.6332011'	b'1'
b'ENSDARG00000028198'	b'0.6038487'	b'1'
b'ENSDARG00000028228'	b'0.49250484'	b'1'
b'ENSDARG00000028379'	b'0.531464'	b'1'
b'ENSDARG00000028396'	b'0.6475247'	b'1'
b'ENSDARG00000028478'	b'0.49759853'	b'1'
b'ENSDARG00000028661'	b'0.5663962'	b'1'
b'ENSDARG00000028725'	b'0.63348716'	b'0'
b'ENSDARG00000028780'	b'0.4601081'	b'0'
b'ENSDARG00000028793'	b'0.6595764'	b'1'
b'ENSDARG00000028971'	b'0.5617833'	b'1'
b'ENSDARG00000029057'	b'0.6463574'	b'0'
b'ENSDARG00000029112'	b'0.508809'	b'0'
b'ENSDARG00000029177'	b'0.6258393'	b'1'
b'ENSDARG00000029232'	b'0.5478201'	b'1'
b'ENSDARG00000029239'	b'0.6339887'	b'0'
b'ENSDARG00000029259'	b'0.54355425'	b'1'
b'ENSDARG00000029290'	b'0.46372893'	b'0'
b'ENSDARG00000029308'	b'0.4830321'	b'1'
b'ENSDARG00000029370'	b'0.5917978'	b'1'
b'ENSDARG00000029480'	b'0.54337394'	b'1'
b'ENSDARG00000029710'	b'0.43492046'	b'0'
b'ENSDARG00000029724'	b'0.5662321'	b'1'
b'ENSDARG00000029761'	b'0.64673984'	b'1'
b'ENSDARG00000029764'	b'0.6490998'	b'1'
b'ENSDARG00000029881'	b'0.6369697'	b'0'
b'ENSDARG00000029936'	b'0.52964604'	b'1'
b'ENSDARG00000030012'	b'0.55194104'	b'1'
b'ENSDARG00000030157'	b'0.64424413'	b'0'
b'ENSDARG00000030166'	b'0.6121334'	b'1'
b'ENSDARG00000030224'	b'0.6122638'	b'1'
b'ENSDARG00000030335'	b'0.535869'	b'1'
b'ENSDARG00000030472'	b'0.59901655'	b'1'
b'ENSDARG00000030641'	b'0.6250899'	b'1'
b'ENSDARG00000030687'	b'0.63228285'	b'1'
b'ENSDARG00000030703'	b'0.57300174'	b'0'
b'ENSDARG00000030722'	b'0.49962842'	b'0'
b'ENSDARG00000030789'	b'0.5670643'	b'1'
b'ENSDARG00000030824'	b'0.66666293'	b'1'
b'ENSDARG00000030896'	b'0.45695496'	b'0'
b'ENSDARG00000030957'	b'0.6273594'	b'1'
b'ENSDARG00000031046'	b'0.6057265'	b'0'
b'ENSDARG00000031095'	b'0.5553051'	b'0'
b'ENSDARG00000031098'	b'0.62806654'	b'1'
b'ENSDARG00000031100'	b'0.58379227'	b'1'
b'ENSDARG00000031366'	b'0.57570934'	b'1'
b'ENSDARG00000031388'	b'0.6279522'	b'1'
b'ENSDARG00000031483'	b'0.5544755'	b'0'
b'ENSDARG00000031511'	b'0.6152074'	b'1'
b'ENSDARG00000031777'	b'0.60856736'	b'1'
b'ENSDARG00000031886'	b'0.6242336'	b'1'
