Gene ID,Representative Transcript ID,5' UTR len,3' UTR len,ORF len,5' UTR gc,3' UTR gc,ORF gc,Intron len,Exon junction density
ENSDARG00000000442,ENSDART00000121972,160,1731,18429,0.55625,0.30098209127671866,0.34961202452656137,19069,0.48836073579684197
ENSDARG00000000476,ENSDART00000002053,143,95,57954,0.6293706293706294,0.29473684210526313,0.3498981951202678,55911,0.20706077233668083
ENSDARG00000000489,ENSDART00000010019,81,816,10884,0.48148148148148145,0.4215686274509804,0.35611907386990077,9481,0.8269018743109151
ENSDARG00000000503,ENSDART00000081951,319,5632,90442,0.5235109717868338,0.39612926136363635,0.34976006722540415,89576,0.0995112890028969
ENSDARG00000000516,ENSDART00000100342,36,95,31929,0.3888888888888889,0.4105263157894737,0.34855460553102197,27727,0.6890287826114191
ENSDARG00000000529,ENSDART00000000552,183,59,27309,0.41530054644808745,0.3389830508474576,0.4020652532132264,24601,0.8055952250173936
ENSDARG00000000540,ENSDART00000187769,875,3632,4742,0.37142857142857144,0.34609030837004406,0.41269506537326023,4332,0.6326444538169549
ENSDARG00000000542,ENSDART00000000566,769,4152,24698,0.36280884265279584,0.3617533718689788,0.36634545307312333,26074,0.1619564337193295
ENSDARG00000000551,ENSDART00000057584,946,2391,15023,0.2632135306553911,0.3333333333333333,0.34706782932836316,13404,0.46595220661652137
ENSDARG00000000563,ENSDART00000125953,69,1025,137739,0.5362318840579711,0.3473170731707317,0.3822156397244063,52156,1.546402979548276
ENSDARG00000000567,ENSDART00000155518,229,2824,11838,0.5327510917030568,0.3696883852691218,0.35690150363237033,15458,0.5068423720223011
ENSDARG00000000568,ENSDART00000185845,151,1906,75089,0.5364238410596026,0.39244491080797483,0.3532874322470668,73107,0.14649282851016793
ENSDARG00000000588,ENSDART00000103343,174,1106,35254,0.4885057471264368,0.33815551537070526,0.3360753389686277,34106,0.1985590287626936
ENSDARG00000000631,ENSDART00000000670,592,2730,60590,0.5236486486486487,0.34102564102564104,0.3497441822082852,83957,0.42911371513451063
ENSDARG00000000638,ENSDART00000000678,74,255,1725,0.4189189189189189,0.28627450980392155,0.41043478260869565,676,2.318840579710145
ENSDARG00000000651,ENSDART00000000693,118,53,5408,0.4067796610169492,0.24528301886792453,0.31786242603550297,4194,1.1094674556213018
ENSDARG00000000656,ENSDART00000000698,308,188,1497,0.4253246753246753,0.2765957446808511,0.3800935203740815,841,3.34001336005344
ENSDARG00000000666,ENSDART00000142726,38,1443,9275,0.5,0.3756063756063756,0.365822102425876,8436,0.32345013477088946
ENSDARG00000000690,ENSDART00000000744,101,1166,9476,0.4158415841584158,0.3113207547169811,0.3523638666103841,9023,0.5276487969607428
ENSDARG00000000729,ENSDART00000123443,215,357,14650,0.46511627906976744,0.4005602240896359,0.34313993174061436,16025,0.7508532423208191
ENSDARG00000000730,ENSDART00000132484,250,757,15531,0.492,0.34346103038309117,0.3630159036765179,17194,0.9658103148541626
ENSDARG00000000747,ENSDART00000144481,203,1584,5095,0.4088669950738916,0.47474747474747475,0.34052993130520115,11066,2.551521099116781
ENSDARG00000000760,ENSDART00000000831,17,100,3807,0.058823529411764705,0.36,0.325190438665616,2974,1.3133701076963489
ENSDARG00000000767,ENSDART00000036729,335,1147,13198,0.47761194029850745,0.33478639930252835,0.3205788755872102,12308,0.37884527958781633
ENSDARG00000000779,ENSDART00000134735,41,184,26142,0.5121951219512195,0.3423913043478261,0.36508300818606076,24244,0.9180628873077806
ENSDARG00000000796,ENSDART00000184206,308,3184,38708,0.3961038961038961,0.31972361809045224,0.3648341428128552,39819,0.18084116978402398
ENSDARG00000000804,ENSDART00000000887,244,215,18378,0.4672131147540984,0.3209302325581395,0.39764936336924583,24957,0.5441288497116117
ENSDARG00000000830,ENSDART00000131975,326,186,23158,0.3098159509202454,0.3548387096774194,0.36829605319975817,20690,0.8204508161326539
ENSDARG00000000837,ENSDART00000104476,248,966,42276,0.3911290322580645,0.36024844720496896,0.34572807266534206,40588,0.40211940580944266
ENSDARG00000000853,ENSDART00000106645,0,1184,33011,0,0.3902027027027027,0.4122868134864136,30354,0.39380812456453906
ENSDARG00000000857,ENSDART00000187430,827,0,31945,0.42321644498186217,0,0.3382375958678979,30860,0.3443418375332603
ENSDARG00000000861,ENSDART00000174204,0,2647,109586,0,0.38609746883264073,0.36772945449236216,107752,0.38326063548263467
ENSDARG00000000887,ENSDART00000138849,266,460,5344,0.40601503759398494,0.33043478260869563,0.38342065868263475,4973,1.122754491017964
ENSDARG00000000906,ENSDART00000052660,164,297,41595,0.4268292682926829,0.3367003367003367,0.36684697680009615,41862,0.288496213487198
ENSDARG00000000935,ENSDART00000190278,731,3673,5026,0.43502051983584133,0.349033487612306,0.38121766812574615,7473,1.9896538002387585
ENSDARG00000000943,ENSDART00000125912,297,334,29077,0.5151515151515151,0.32335329341317365,0.37696461120473224,27444,0.6190459813598377
ENSDARG00000000966,ENSDART00000051139,531,2505,140758,0.5160075329566854,0.39401197604790417,0.3738927042898378,185516,0.3125932451441481
ENSDARG00000001014,ENSDART00000182438,898,3477,87602,0.4621380846325167,0.43917169974115616,0.37917990445932664,116582,0.38811899271706124
ENSDARG00000001015,ENSDART00000167640,158,5655,16898,0.5253164556962026,0.3612732095490716,0.3722334004024145,20914,0.5917860101787193
ENSDARG00000001127,ENSDART00000003494,304,540,19464,0.3782894736842105,0.3611111111111111,0.3665228113440197,17701,0.5651459103986848
ENSDARG00000001129,ENSDART00000170429,405,0,39195,0.47901234567901235,0,0.3596887358081388,36393,0.6378364587319811
ENSDARG00000001162,ENSDART00000173345,2114,292,12337,0.42904446546830655,0.2671232876712329,0.358109751155062,10070,1.5400826781227204
ENSDARG00000001169,ENSDART00000001331,276,134,5671,0.4057971014492754,0.30597014925373134,0.36166460941632866,4901,1.4106859460412624
ENSDARG00000001210,ENSDART00000001376,117,157,4500,0.39316239316239315,0.35668789808917195,0.35733333333333334,3826,0.8888888888888888
ENSDARG00000001220,ENSDART00000039157,399,1213,238843,0.5112781954887218,0.39159109645507006,0.3623677478510988,225119,0.3391349128925696
ENSDARG00000001234,ENSDART00000009367,218,333,41501,0.45871559633027525,0.3483483483483483,0.3421604298691598,38904,0.7469699525312643
ENSDARG00000001241,ENSDART00000143285,235,417,9735,0.5361702127659574,0.3669064748201439,0.3910631741140216,9429,1.0272213662044172
ENSDARG00000001244,ENSDART00000149241,44,782,13427,0.4772727272727273,0.38491048593350385,0.378714530423773,10737,1.1916288076264243
ENSDARG00000001249,ENSDART00000001424,251,129,12545,0.3545816733067729,0.2248062015503876,0.3508170585890793,11658,0.6377042646472698
ENSDARG00000001259,ENSDART00000034313,1,0,38399,0.0,0,0.38619807305673776,37311,0.13021172426365268
ENSDARG00000001303,ENSDART00000104838,323,87,4369,0.33746130030959753,0.2988505747126437,0.3868162050812543,3554,1.1444266422522318
ENSDARG00000001313,ENSDART00000001444,373,866,11783,0.40482573726541554,0.3117782909930716,0.3549181023508444,9663,1.103284392769244
ENSDARG00000001354,ENSDART00000191395,207,0,13254,0.4251207729468599,0,0.3475177304964539,14455,1.0562848951259998
ENSDARG00000001414,ENSDART00000189030,44,0,82374,0.38636363636363635,0,0.36075703498676764,79693,0.24279505669264576
ENSDARG00000001431,ENSDART00000001649,173,1915,81532,0.5086705202312138,0.36553524804177545,0.3729946524064171,78836,0.24530245793062846
ENSDARG00000001437,ENSDART00000025414,216,109,11843,0.35185185185185186,0.30275229357798167,0.33884995355906444,10377,0.759942582116018
ENSDARG00000001442,ENSDART00000105745,382,34,23220,0.518324607329843,0.4411764705882353,0.37248062015503874,27032,1.119724375538329
ENSDARG00000001447,ENSDART00000142545,3,2278,22353,0.0,0.3775241439859526,0.3624122041784101,20869,0.5368406925244933
ENSDARG00000001452,ENSDART00000001678,36,683,7436,0.6666666666666666,0.3396778916544656,0.3390263582571275,4905,3.2275416890801507
ENSDARG00000001463,ENSDART00000001691,312,1122,9688,0.4775641025641026,0.3850267379679144,0.36591659785301406,8763,0.8257638315441783
ENSDARG00000001470,ENSDART00000176803,71,86,1951,0.5070422535211268,0.38372093023255816,0.37724243977447464,971,2.0502306509482318
ENSDARG00000001498,ENSDART00000153030,223,1663,47535,0.4260089686098655,0.3199037883343355,0.35676869674976336,46942,0.2524455664247397
ENSDARG00000001549,ENSDART00000001795,290,538,14060,0.4862068965517241,0.3475836431226766,0.38229018492176386,12021,0.4267425320056899
ENSDARG00000001557,ENSDART00000191243,808,623,7005,0.37623762376237624,0.33868378812199035,0.3927194860813705,6088,0.8565310492505354
ENSDARG00000001558,ENSDART00000160482,144,478,8567,0.3888888888888889,0.3054393305439331,0.3618536243725925,7074,1.8676316096649936
ENSDARG00000001559,ENSDART00000132471,553,1021,554304,0.4972875226039783,0.42801175318315376,0.3474032299965362,547834,0.1262844937074241
ENSDARG00000001578,ENSDART00000001830,0,545,2583,0,0.3394495412844037,0.37359659310878823,1708,2.7100271002710024
ENSDARG00000001621,ENSDART00000135973,98,2832,11307,0.4897959183673469,0.3107344632768362,0.37693464225700896,10929,0.6190855222428584
ENSDARG00000001634,ENSDART00000009695,174,2357,69852,0.5229885057471264,0.3924480271531608,0.3482505869552769,71503,0.21473973544064592
ENSDARG00000001656,ENSDART00000001930,79,163,3208,0.43037974683544306,0.37423312883435583,0.34600997506234416,2363,2.1820448877805485
ENSDARG00000001676,ENSDART00000085693,85,760,88163,0.5411764705882353,0.3973684210526316,0.3719587582092261,87357,0.06805576035298255
ENSDARG00000001686,ENSDART00000030885,53,388,18433,0.4716981132075472,0.3015463917525773,0.3556122172191179,16832,0.7595074051972007
ENSDARG00000001710,ENSDART00000139122,132,2392,14988,0.38636363636363635,0.3340301003344482,0.36535895382973044,15320,0.800640512409928
ENSDARG00000001712,ENSDART00000160570,995,2759,13173,0.42512562814070354,0.38854657484595867,0.36316708418735294,12472,0.2277385561375541
ENSDARG00000001721,ENSDART00000098303,124,306,17371,0.3629032258064516,0.2647058823529412,0.3549018479074319,14552,0.80594093604283
ENSDARG00000001729,ENSDART00000126967,188,1712,34134,0.5531914893617021,0.38843457943925236,0.35785433878244566,31975,0.43944454209878714
ENSDARG00000001733,ENSDART00000191186,732,1171,33287,0.40027322404371585,0.2929120409906063,0.34499954937362937,41137,0.30041758043680716
ENSDARG00000001734,ENSDART00000002029,71,833,19713,0.4507042253521127,0.35414165666266506,0.3633135494343834,22475,0.4058235682037234
ENSDARG00000001754,ENSDART00000122945,71,570,52646,0.4507042253521127,0.34385964912280703,0.35347414808342514,50412,0.3419063176689587
ENSDARG00000001760,ENSDART00000185748,826,75,10904,0.3389830508474576,0.3333333333333333,0.4857850330154072,9192,0.36683785766691124
ENSDARG00000001767,ENSDART00000131646,113,660,3820,0.4247787610619469,0.31212121212121213,0.38089005235602097,3688,3.141361256544503
ENSDARG00000001769,ENSDART00000026903,365,773,27254,0.5643835616438356,0.38033635187580855,0.3557642914801497,56135,0.8072209583914287
ENSDARG00000001771,ENSDART00000132859,50,0,12400,0.48,0,0.4149193548387097,11009,0.3225806451612903
ENSDARG00000001776,ENSDART00000012089,1380,880,117478,0.45362318840579713,0.33636363636363636,0.3585862884965696,115295,0.09363455285244897
ENSDARG00000001777,ENSDART00000010626,128,95,37861,0.484375,0.42105263157894735,0.38094609228493703,34783,0.8716093077309105
ENSDARG00000001781,ENSDART00000193598,204,1867,16697,0.4852941176470588,0.3540439207284414,0.3362879559202252,18313,0.41923698868060133
ENSDARG00000001782,ENSDART00000158112,270,0,19919,0.4111111111111111,0,0.35142326422009135,18803,0.5020332346001305
ENSDARG00000001785,ENSDART00000183394,697,4566,2723,0.4533715925394548,0.3567674113009198,0.4480352552331987,1467,0.7344840249724569
ENSDARG00000001788,ENSDART00000005879,65,134,3152,0.49230769230769234,0.3582089552238806,0.350253807106599,2523,1.9035532994923856
ENSDARG00000001803,ENSDART00000134201,443,1191,53577,0.46275395033860045,0.4080604534005038,0.35037422774698096,50281,0.2799708830281651
ENSDARG00000001804,ENSDART00000183087,854,361,9710,0.32669789227166274,0.27146814404432135,0.38681771369721935,9108,0.4119464469618949
ENSDARG00000001807,ENSDART00000037855,318,2622,40632,0.4968553459119497,0.37299771167048057,0.3626452057491632,38719,0.1230557196298484
ENSDARG00000001818,ENSDART00000108737,87,572,45328,0.40229885057471265,0.32167832167832167,0.346099541122485,40256,0.8603953406283091
ENSDARG00000001829,ENSDART00000024606,347,598,8836,0.3112391930835735,0.3177257525083612,0.36600271616115887,8103,0.9053870529651425
ENSDARG00000001835,ENSDART00000186889,280,1444,43840,0.5214285714285715,0.3698060941828255,0.34438868613138685,48096,0.2965328467153284
ENSDARG00000001857,ENSDART00000151748,189,0,47447,0.48677248677248675,0,0.35245642506375535,44196,0.4004468143402112
ENSDARG00000001859,ENSDART00000015681,85,347,2483,0.47058823529411764,0.276657060518732,0.4333467579540878,1515,1.2082158679017316
ENSDARG00000001870,ENSDART00000048828,75,96,16213,0.4666666666666667,0.3229166666666667,0.3981372972306174,13139,1.2952568926170356
ENSDARG00000001873,ENSDART00000012938,63,724,27493,0.5873015873015873,0.3674033149171271,0.3660204415669443,25907,0.4001018441057724
ENSDARG00000001880,ENSDART00000073707,292,892,43694,0.4075342465753425,0.4024663677130045,0.34320501670709935,45167,0.22886437497139195
ENSDARG00000001881,ENSDART00000087280,254,631,73824,0.484251968503937,0.5530903328050714,0.3934628305158214,80610,0.18964022540095363
ENSDARG00000001882,ENSDART00000188187,715,2535,3593,0.4027972027972028,0.35660749506903355,0.41747843028110215,1722,1.113275814082939
ENSDARG00000001888,ENSDART00000144755,462,1665,13049,0.47619047619047616,0.3675675675675676,0.37635067821288987,45599,0.4598053490688942
ENSDARG00000001889,ENSDART00000009277,69,112,2487,0.4782608695652174,0.3392857142857143,0.4427020506634499,1132,1.2062726176115801
ENSDARG00000001890,ENSDART00000102525,237,1569,90457,0.5611814345991561,0.37093690248565964,0.36031484572780437,88040,0.16582464596438087
ENSDARG00000001891,ENSDART00000136079,483,520,35455,0.45962732919254656,0.39615384615384613,0.3707234522634325,33866,0.19743336623889438
ENSDARG00000001897,ENSDART00000004780,37,360,17567,0.40540540540540543,0.2861111111111111,0.3366539534354187,14619,1.1954232367507258
ENSDARG00000001898,ENSDART00000189936,225,0,4535,0.4311111111111111,0,0.3488423373759647,6564,0.8820286659316428
ENSDARG00000001906,ENSDART00000025860,245,3572,67833,0.49795918367346936,0.35414333706606943,0.39606091430424717,73542,0.08845252310822166
ENSDARG00000001909,ENSDART00000048940,145,0,21996,0.42758620689655175,0,0.35265502818694305,23188,0.8637934169849064
ENSDARG00000001910,ENSDART00000173723,129,2622,84130,0.4496124031007752,0.38291380625476734,0.3543682396291454,82550,0.11886366337810532
ENSDARG00000001912,ENSDART00000169248,780,4255,11667,0.4512820512820513,0.3569917743830787,0.3856175537841776,29534,0.4285591840233136
ENSDARG00000001913,ENSDART00000185940,449,3154,13885,0.3897550111358575,0.3329105897273304,0.34951386388188693,12524,0.5041411595246669
ENSDARG00000001929,ENSDART00000006436,0,2285,11533,0,0.28665207877461707,0.3488251105523281,9809,0.6069539582068846
ENSDARG00000001930,ENSDART00000183812,915,2937,9998,0.42950819672131146,0.3782771535580524,0.3897779555911182,11669,0.3000600120024005
ENSDARG00000001933,ENSDART00000142649,135,402,91114,0.3037037037037037,0.4054726368159204,0.36961389029128344,89513,0.16462892639989463
ENSDARG00000001937,ENSDART00000019804,287,3889,17455,0.5331010452961672,0.3764463872460787,0.403071573456969,19342,0.5729017473503295
ENSDARG00000001939,ENSDART00000149966,347,2399,11364,0.4553314121037464,0.35014589412255104,0.3698521647307286,10372,0.3519887363604364
ENSDARG00000001940,ENSDART00000079518,196,336,7031,0.5051020408163265,0.3541666666666667,0.3685108803868582,5451,1.5645000711136396
ENSDARG00000001950,ENSDART00000013404,312,0,8615,0.5224358974358975,0,0.3567034242600116,21468,0.6964596633778294
ENSDARG00000001953,ENSDART00000041402,190,1527,10721,0.4052631578947368,0.3333333333333333,0.34791530640798435,9111,1.492398097192426
ENSDARG00000001968,ENSDART00000135834,27,51,174257,0.4444444444444444,0.45098039215686275,0.35316802194459906,168654,0.28693251921013213
ENSDARG00000001969,ENSDART00000103449,116,0,15618,0.46551724137931033,0,0.3793059290562172,14309,0.5122294788065053
ENSDARG00000001971,ENSDART00000147072,42,142,28372,0.47619047619047616,0.34507042253521125,0.3545749330325673,27671,0.10573805160016918
ENSDARG00000001975,ENSDART00000141211,265,1082,12975,0.45660377358490567,0.33086876155268025,0.3693256262042389,11731,0.3082851637764933
ENSDARG00000001993,ENSDART00000156295,83,101,9954,0.4578313253012048,0.3564356435643564,0.40878038979304804,4474,4.018485031143259
ENSDARG00000001994,ENSDART00000015629,88,1609,57736,0.5227272727272727,0.3685518955873213,0.3510981017043093,55961,0.31176389081335737
ENSDARG00000001999,ENSDART00000004120,187,3443,84060,0.47058823529411764,0.4063316874818472,0.3836188436830835,80326,0.26171782060433024
ENSDARG00000002002,ENSDART00000157127,307,117,7708,0.501628664495114,0.26495726495726496,0.3945251686559419,9663,0.6486766995329528
ENSDARG00000002006,ENSDART00000180168,989,4083,32028,0.38422649140546006,0.3355375949057066,0.37763831647308604,31701,0.3434494817035094
ENSDARG00000002013,ENSDART00000140665,201,782,90630,0.5074626865671642,0.3874680306905371,0.3503254992827982,110861,0.17654198389054399
ENSDARG00000002016,ENSDART00000051663,108,238,70859,0.37962962962962965,0.3487394957983193,0.3517690060542768,69285,0.26813813347634036
ENSDARG00000002021,ENSDART00000022830,83,245,25350,0.4457831325301205,0.3510204081632653,0.3448915187376726,22819,0.7495069033530571
ENSDARG00000002031,ENSDART00000056544,0,140,11866,0,0.37142857142857144,0.3776335749199393,9809,0.6741951795044666
ENSDARG00000002037,ENSDART00000156276,136,1419,13561,0.4852941176470588,0.3579985905567301,0.3512277855615368,12251,1.1798539930683578
ENSDARG00000002060,ENSDART00000160174,189,814,18668,0.49206349206349204,0.35626535626535627,0.3622482131254061,21628,0.2678380115706021
ENSDARG00000002071,ENSDART00000018155,74,745,46179,0.5405405405405406,0.3838926174496644,0.35282271162216594,44812,0.2598583771844345
ENSDARG00000002077,ENSDART00000006648,131,182,33367,0.4122137404580153,0.32967032967032966,0.32457218209608296,32438,0.20978811400485511
ENSDARG00000002082,ENSDART00000008297,315,1126,7872,0.45714285714285713,0.36589698046181174,0.35315040650406504,13033,1.7784552845528456
ENSDARG00000002084,ENSDART00000147326,113,0,78062,0.46017699115044247,0,0.35452588967743587,72870,0.42274089826035716
ENSDARG00000002097,ENSDART00000149308,387,730,11070,0.3385012919896641,0.4465753424657534,0.4066847335140018,10405,0.18066847335140018
ENSDARG00000002127,ENSDART00000141170,155,1959,12945,0.45806451612903226,0.3716181725370087,0.372499034376207,11395,1.004248744689069
ENSDARG00000002128,ENSDART00000026509,109,249,10477,0.3761467889908257,0.3333333333333333,0.34313257611911807,8843,1.2408132098883269
ENSDARG00000002131,ENSDART00000077926,271,133,130891,0.5645756457564576,0.45112781954887216,0.34075681292067445,131100,0.09167933624160561
ENSDARG00000002165,ENSDART00000005105,216,178,8285,0.3888888888888889,0.3651685393258427,0.34013277006638504,7539,1.2070006035003018
ENSDARG00000002167,ENSDART00000111707,193,40,65972,0.44041450777202074,0.5,0.36701934153883464,64536,0.18189534954223005
ENSDARG00000002168,ENSDART00000021266,141,334,15207,0.36879432624113473,0.3712574850299401,0.37883869270730586,14371,0.4603143289274676
ENSDARG00000002172,ENSDART00000074125,158,461,1088,0.4430379746835443,0.3579175704989154,0.5698529411764706,0,0.0
ENSDARG00000002174,ENSDART00000013313,107,64,14691,0.3177570093457944,0.359375,0.3371451909332244,13381,0.7487577428357497
ENSDARG00000002184,ENSDART00000006899,61,1256,5822,0.45901639344262296,0.3765923566878981,0.34541394709721746,4755,0.8588114050154586
ENSDARG00000002190,ENSDART00000018472,142,1199,9349,0.38028169014084506,0.37531276063386154,0.30965878703604666,8705,0.5348165579206332
ENSDARG00000002192,ENSDART00000064798,149,676,5833,0.4966442953020134,0.33875739644970415,0.3409909137665009,5588,1.2000685753471627
ENSDARG00000002193,ENSDART00000027000,85,396,1064,0.5882352941176471,0.4621212121212121,0.6033834586466166,0,0.0
ENSDARG00000002194,ENSDART00000020663,42,628,25590,0.47619047619047616,0.3996815286624204,0.40441578741695977,24319,0.3516998827667058
ENSDARG00000002196,ENSDART00000164375,650,3619,9666,0.39076923076923076,0.35009671179883944,0.34554107179805504,9588,0.4138216428719222
ENSDARG00000002197,ENSDART00000149011,21,133,16096,0.5714285714285714,0.3007518796992481,0.3507703777335984,13532,1.180417495029821
ENSDARG00000002204,ENSDART00000026430,160,264,617,0.4625,0.3106060606060606,0.49270664505672607,0,0.0
ENSDARG00000002210,ENSDART00000149363,265,391,15452,0.4716981132075472,0.4040920716112532,0.35522909655708,14187,0.6471654154801968
ENSDARG00000002213,ENSDART00000015688,267,482,58021,0.49812734082397003,0.36929460580912865,0.35935264817910756,56327,0.2929973630237328
ENSDARG00000002215,ENSDART00000021666,326,749,7822,0.44785276073619634,0.35514018691588783,0.34339043722833035,6731,1.2784454103809768
ENSDARG00000002216,ENSDART00000006380,460,1342,5766,0.4391304347826087,0.33979135618479883,0.43166840097121056,3697,1.0405827263267429
ENSDARG00000002217,ENSDART00000021736,240,2677,4011,0.4791666666666667,0.37392603660814344,0.3545250560957367,4166,0.7479431563201197
ENSDARG00000002219,ENSDART00000132828,197,948,29820,0.38071065989847713,0.33544303797468356,0.3590543259557344,34552,0.20120724346076457
ENSDARG00000002220,ENSDART00000015076,85,148,2441,0.4470588235294118,0.27702702702702703,0.368701351904957,1572,3.2773453502662844
ENSDARG00000002230,ENSDART00000114173,245,2939,25209,0.5265306122448979,0.40489962572303506,0.37946765044230235,24316,0.23801023444008093
ENSDARG00000002231,ENSDART00000006216,321,0,73852,0.49221183800623053,0,0.35997671017711097,72989,0.06770297351459675
ENSDARG00000002235,ENSDART00000005884,347,1437,23597,0.3919308357348703,0.3736951983298539,0.35309573250836973,21873,0.3814044158155698
ENSDARG00000002240,ENSDART00000024082,44,516,8666,0.5,0.32170542635658916,0.3850680821601662,7968,0.5769674590353104
ENSDARG00000002249,ENSDART00000144246,57,574,174605,0.49122807017543857,0.29094076655052264,0.3604306864064603,176286,0.07445376707425332
ENSDARG00000002255,ENSDART00000022349,85,486,32482,0.5764705882352941,0.4053497942386831,0.4100116987870205,43247,0.646511914290992
ENSDARG00000002259,ENSDART00000112433,158,542,7087,0.379746835443038,0.2952029520295203,0.3512064343163539,6113,0.9877240016932411
ENSDARG00000002264,ENSDART00000012268,108,124,407,0.4444444444444444,0.3064516129032258,0.5282555282555282,1646,2.4570024570024573
ENSDARG00000002267,ENSDART00000015139,156,246,20183,0.3974358974358974,0.3699186991869919,0.36476242382202845,18846,0.4954664816925135
ENSDARG00000002271,ENSDART00000024450,133,1103,3873,0.47368421052631576,0.41160471441523117,0.4095016782855667,8346,1.0327911179963851
ENSDARG00000002285,ENSDART00000146101,204,3670,25013,0.5147058823529411,0.3220708446866485,0.3640506936393076,23268,0.5597089513453004
ENSDARG00000002293,ENSDART00000105455,182,3,2005,0.3516483516483517,0.3333333333333333,0.428927680798005,1229,3.491271820448878
ENSDARG00000002298,ENSDART00000028003,254,276,3450,0.452755905511811,0.3079710144927536,0.34347826086956523,2875,1.4492753623188406
ENSDARG00000002299,ENSDART00000032992,496,0,10769,0.5080645161290323,0,0.4218590398365679,15782,0.742873061565605
ENSDARG00000002300,ENSDART00000190310,731,1542,14432,0.4377564979480164,0.3534370946822309,0.3406319290465632,13149,0.6929046563192904
ENSDARG00000002304,ENSDART00000033746,62,242,18155,0.5645161290322581,0.3512396694214876,0.34155879922886256,17607,0.22032497934453318
ENSDARG00000002305,ENSDART00000012385,192,825,12283,0.5208333333333334,0.37454545454545457,0.3534152894244077,11002,1.1397866970609787
ENSDARG00000002311,ENSDART00000012718,81,150,3207,0.345679012345679,0.2733333333333333,0.2909260991580917,2803,0.9354536950420954
ENSDARG00000002330,ENSDART00000019078,133,376,3864,0.46616541353383456,0.3351063829787234,0.3729296066252588,2866,1.8115942028985508
ENSDARG00000002332,ENSDART00000024386,328,174,15940,0.49390243902439024,0.40229885057471265,0.3582810539523212,34997,0.8155583437892095
ENSDARG00000002333,ENSDART00000020183,299,70,36667,0.45819397993311034,0.45714285714285713,0.35418768920282545,35564,0.272724793410969
ENSDARG00000002336,ENSDART00000018514,245,1327,3282,0.35918367346938773,0.34513941220798794,0.45978062157221206,1288,2.437538086532602
ENSDARG00000002339,ENSDART00000007726,242,235,6107,0.4049586776859504,0.3404255319148936,0.32143441951858526,5527,1.473718683477976
ENSDARG00000002344,ENSDART00000041279,133,144,3434,0.41353383458646614,0.3055555555555556,0.430110658124636,2097,0.87361677344205
ENSDARG00000002347,ENSDART00000073566,705,0,12718,0.23687943262411348,0,0.3546941342978456,11763,0.7076584368611417
