Gene	Pred	Actual
b'ENSDARG00000005232'	b'-0.4903348'	b'-0.4601780563386133'
b'ENSDARG00000005315'	b'0.12362309'	b'1.548238333018912'
b'ENSDARG00000005320'	b'-0.34041178'	b'-0.3164836824655532'
b'ENSDARG00000005350'	b'-0.3225137'	b'0.4140117354690573'
b'ENSDARG00000005359'	b'0.23787513'	b'1.59589894765407'
b'ENSDARG00000005382'	b'0.004078388'	b'0.5622694159086704'
b'ENSDARG00000005448'	b'0.19349593'	b'0.2600362725534515'
b'ENSDARG00000005476'	b'-0.33891964'	b'-0.1270473247525002'
b'ENSDARG00000005518'	b'-0.23738419'	b'-0.5158617471191116'
b'ENSDARG00000005525'	b'0.17935532'	b'1.1265415098525215'
b'ENSDARG00000005549'	b'0.36028397'	b'0.7629958449487958'
b'ENSDARG00000005652'	b'-0.4458974'	b'-0.3316745391799819'
b'ENSDARG00000005670'	b'-0.32661295'	b'-0.7421370983922279'
b'ENSDARG00000005679'	b'-0.10876387'	b'-0.3151723766899737'
b'ENSDARG00000005754'	b'-0.642593'	b'0.1162454395907533'
b'ENSDARG00000005772'	b'0.48075724'	b'1.3581324194504494'
b'ENSDARG00000005799'	b'0.38022888'	b'0.0337369059297943'
b'ENSDARG00000005870'	b'0.26609474'	b'1.1063904705060328'
b'ENSDARG00000005941'	b'-0.06463526'	b'0.7334788095288161'
b'ENSDARG00000006110'	b'0.019767672'	b'-0.5732858395605617'
b'ENSDARG00000006200'	b'0.3220991'	b'1.9296720742879545'
b'ENSDARG00000006202'	b'-0.13094856'	b'0.0251998414575751'
b'ENSDARG00000006215'	b'0.3782308'	b'1.1624997413107754'
b'ENSDARG00000006279'	b'0.058556274'	b'-0.2693180705352984'
b'ENSDARG00000006385'	b'-0.14632'	b'0.7006980872310125'
b'ENSDARG00000006447'	b'-0.04362136'	b'-0.9410320693094388'
b'ENSDARG00000006474'	b'-0.23635022'	b'-0.184147987277493'
b'ENSDARG00000006491'	b'-0.16370396'	b'-0.3203915491199555'
b'ENSDARG00000006494'	b'0.10286327'	b'0.2020517806785531'
b'ENSDARG00000006560'	b'-0.3408057'	b'-1.064811394244355'
b'ENSDARG00000006585'	b'0.07303943'	b'0.210444400827007'
b'ENSDARG00000006588'	b'0.27768514'	b'0.9721803843973224'
b'ENSDARG00000006609'	b'0.45630914'	b'1.282529942887906'
b'ENSDARG00000006683'	b'-0.38280857'	b'0.0603158978598579'
b'ENSDARG00000006754'	b'-0.45684075'	b'-0.2381473909351439'
b'ENSDARG00000006758'	b'0.7522187'	b'0.5767888808910125'
b'ENSDARG00000006811'	b'0.08010005'	b'-0.9242446235895788'
b'ENSDARG00000006859'	b'0.6945436'	b'1.2502535193500577'
b'ENSDARG00000006889'	b'-0.47501725'	b'-0.6301808762822857'
b'ENSDARG00000006921'	b'-0.40244848'	b'0.2976734185879666'
b'ENSDARG00000006924'	b'0.23829259'	b'0.452555316713687'
b'ENSDARG00000007092'	b'-0.21836068'	b'0.6976010224735785'
b'ENSDARG00000007125'	b'-0.14089032'	b'0.2805445181397696'
b'ENSDARG00000007207'	b'0.46196365'	b'0.6723410903573779'
b'ENSDARG00000007279'	b'0.38993979'	b'1.2862071882926394'
b'ENSDARG00000007289'	b'0.058933333'	b'0.0397202938173234'
b'ENSDARG00000007323'	b'0.17715599'	b'1.20715915318761'
b'ENSDARG00000007344'	b'0.065382704'	b'0.0963263482642057'
b'ENSDARG00000007398'	b'-0.4360174'	b'-0.9549339855363363'
b'ENSDARG00000007405'	b'0.7288212'	b'1.917779019045544'
b'ENSDARG00000007409'	b'0.19593562'	b'0.2041326375167068'
b'ENSDARG00000007531'	b'0.013757303'	b'0.9947231415053523'
b'ENSDARG00000007560'	b'-0.28185666'	b'-0.1569774109433334'
b'ENSDARG00000007582'	b'0.36805516'	b'0.0164034145000077'
b'ENSDARG00000007603'	b'-0.06545755'	b'0.1911685320673884'
b'ENSDARG00000007639'	b'0.049199536'	b'0.322115417814381'
b'ENSDARG00000007654'	b'0.13566114'	b'-0.0293548921242463'
b'ENSDARG00000007678'	b'-0.0621662'	b'0.3303518618303983'
b'ENSDARG00000007693'	b'0.34183854'	b'1.19685628926583'
b'ENSDARG00000007720'	b'0.4297567'	b'0.934376870082426'
b'ENSDARG00000007739'	b'0.08031963'	b'1.568910055712035'
b'ENSDARG00000007786'	b'0.4882474'	b'1.5561730804940583'
b'ENSDARG00000007886'	b'-0.037238583'	b'0.2022999045067625'
b'ENSDARG00000007941'	b'0.6974833'	b'1.4231997039216662'
b'ENSDARG00000007988'	b'-0.20947887'	b'-0.4505317988889323'
b'ENSDARG00000008026'	b'-0.34858286'	b'-0.168699183406624'
b'ENSDARG00000008030'	b'0.4328568'	b'2.064807749450976'
b'ENSDARG00000008032'	b'-0.18618874'	b'1.1735796615725358'
b'ENSDARG00000008060'	b'0.47722894'	b'-0.832900809498656'
b'ENSDARG00000008174'	b'0.326196'	b'1.311976530443552'
b'ENSDARG00000008384'	b'0.08031963'	b'0.1491668312225594'
b'ENSDARG00000008396'	b'-0.054563046'	b'0.5738647831299162'
b'ENSDARG00000008433'	b'0.103153154'	b'1.8978216771179317'
b'ENSDARG00000008473'	b'-0.0628718'	b'-1.0718993196197233'
b'ENSDARG00000008678'	b'-0.11487031'	b'0.8532964418970349'
b'ENSDARG00000008740'	b'0.07196818'	b'1.110592218931272'
b'ENSDARG00000008772'	b'-0.09321411'	b'1.1171636452751266'
b'ENSDARG00000008906'	b'-0.027894437'	b'0.3702434369366358'
b'ENSDARG00000008979'	b'-0.2537148'	b'0.0217333864926987'
b'ENSDARG00000008982'	b'0.5223529'	b'2.291167094026224'
b'ENSDARG00000009020'	b'0.07223733'	b'-1.007270917425262'
b'ENSDARG00000009021'	b'0.11707738'	b'1.3016853824185937'
b'ENSDARG00000009133'	b'-0.027638555'	b'0.5355011481761311'
b'ENSDARG00000009169'	b'0.44218826'	b'1.2569142736391157'
b'ENSDARG00000009209'	b'0.42209548'	b'0.4044673679643141'
b'ENSDARG00000009215'	b'-0.09604712'	b'-0.2434444332850701'
b'ENSDARG00000009253'	b'0.064952865'	b'1.087304985446762'
b'ENSDARG00000009281'	b'-0.42458212'	b'-0.7619396183266063'
b'ENSDARG00000009727'	b'0.41165435'	b'-0.6483476719639941'
b'ENSDARG00000009738'	b'-0.03792657'	b'-0.9602391046738316'
b'ENSDARG00000009782'	b'-0.25221676'	b'-0.956540415743762'
b'ENSDARG00000009851'	b'-0.15416695'	b'0.0580079696190524'
b'ENSDARG00000009930'	b'-0.52030164'	b'-1.0298326791184962'
b'ENSDARG00000009949'	b'-0.4004212'	b'-0.9769697690959028'
b'ENSDARG00000009978'	b'-0.05126539'	b'3.1774239586873776'
b'ENSDARG00000010031'	b'0.5858837'	b'0.2806491397133981'
b'ENSDARG00000010042'	b'-0.42498493'	b'-0.6674535588580612'
b'ENSDARG00000010318'	b'-0.025432274'	b'0.3913220449928883'
b'ENSDARG00000010425'	b'0.103849664'	b'-0.5626302110090464'
b'ENSDARG00000010432'	b'0.30080596'	b'1.6394643490359655'
b'ENSDARG00000010717'	b'0.23356937'	b'1.5032211860606255'
b'ENSDARG00000010782'	b'-0.08174798'	b'-1.0607437956263048'
b'ENSDARG00000010844'	b'-0.3383746'	b'0.4548159353212509'
b'ENSDARG00000010873'	b'-0.004050724'	b'2.0700586310802485'
b'ENSDARG00000010905'	b'0.34344047'	b'0.4674190660938783'
b'ENSDARG00000010918'	b'-0.1329289'	b'-0.0562949931532977'
b'ENSDARG00000010936'	b'0.09258674'	b'-1.0069814641959192'
b'ENSDARG00000011083'	b'0.33642405'	b'-0.9997953184131624'
b'ENSDARG00000011146'	b'0.014340386'	b'1.9267004655031807'
b'ENSDARG00000011188'	b'-0.22454752'	b'0.2088763884501362'
b'ENSDARG00000011201'	b'0.10938586'	b'3.213401798393598'
b'ENSDARG00000011360'	b'0.3323049'	b'0.6907118133926297'
b'ENSDARG00000011422'	b'-0.22632004'	b'0.153299941156934'
b'ENSDARG00000011579'	b'0.580528'	b'1.4667904139982817'
b'ENSDARG00000011886'	b'0.2922246'	b'-0.8743286690695237'
b'ENSDARG00000011897'	b'-0.008799806'	b'0.2781617272365652'
b'ENSDARG00000011956'	b'0.043795347'	b'0.0948107601360833'
b'ENSDARG00000011989'	b'0.57135874'	b'-0.2779200850975639'
b'ENSDARG00000012013'	b'0.057941064'	b'0.0902678700120836'
b'ENSDARG00000012019'	b'-0.38571054'	b'-0.9513872434013072'
b'ENSDARG00000012039'	b'0.03754358'	b'0.2367570491164713'
b'ENSDARG00000012060'	b'-0.11404824'	b'0.2316342167875261'
b'ENSDARG00000012140'	b'0.49582767'	b'1.698908127863217'
b'ENSDARG00000012234'	b'0.4368086'	b'2.007179531869482'
b'ENSDARG00000012248'	b'0.39278042'	b'1.817337638153265'
b'ENSDARG00000012314'	b'-0.08269346'	b'0.3318962412951336'
b'ENSDARG00000012366'	b'-0.023665726'	b'-0.4684315462877131'
b'ENSDARG00000012369'	b'0.26026726'	b'1.2891075002238797'
b'ENSDARG00000012432'	b'0.2838593'	b'1.6903003139804451'
b'ENSDARG00000012495'	b'0.39568883'	b'1.854964636851913'
b'ENSDARG00000012505'	b'0.07228589'	b'1.9588002029882856'
b'ENSDARG00000012563'	b'-0.46073556'	b'-0.407275274220837'
b'ENSDARG00000012684'	b'0.15147229'	b'0.893414223934661'
b'ENSDARG00000012745'	b'-0.12725939'	b'-0.0908999463542845'
b'ENSDARG00000012829'	b'-0.022742175'	b'-0.904400460285758'
b'ENSDARG00000012887'	b'-0.26223326'	b'0.4049597309276279'
b'ENSDARG00000012949'	b'-0.2737307'	b'0.717280838665196'
b'ENSDARG00000013016'	b'0.42766738'	b'0.7913751357894597'
b'ENSDARG00000013078'	b'0.580076'	b'2.849264307938856'
b'ENSDARG00000013266'	b'0.14375588'	b'-0.3701969863836166'
b'ENSDARG00000013293'	b'0.16680859'	b'-0.5966229048962968'
b'ENSDARG00000013307'	b'0.4329133'	b'4.250609462923848'
b'ENSDARG00000013393'	b'0.09916982'	b'-1.091598717576009'
b'ENSDARG00000013539'	b'-0.08256881'	b'-0.5721637238951529'
b'ENSDARG00000013613'	b'0.1413361'	b'-0.1078068972974752'
b'ENSDARG00000013705'	b'-0.17753448'	b'0.4619599328090639'
b'ENSDARG00000013729'	b'0.18429029'	b'2.1792107910949348'
b'ENSDARG00000013763'	b'0.27563035'	b'1.32631194637341'
b'ENSDARG00000013787'	b'0.12425771'	b'-0.4038060988864418'
b'ENSDARG00000013845'	b'0.10839152'	b'1.0255709949519638'
b'ENSDARG00000013881'	b'0.044712946'	b'0.4063003636179482'
b'ENSDARG00000013892'	b'-0.3132426'	b'-0.0086162456589694'
b'ENSDARG00000013931'	b'-0.092989504'	b'2.30994444823928'
b'ENSDARG00000013933'	b'-0.1969138'	b'-0.6692087178574664'
b'ENSDARG00000013938'	b'-0.17961694'	b'1.5221637995763544'
b'ENSDARG00000013968'	b'0.15998055'	b'2.3535244957844768'
b'ENSDARG00000013976'	b'0.45930398'	b'0.8391012354074653'
b'ENSDARG00000014041'	b'0.40768176'	b'1.350478753172686'
b'ENSDARG00000014159'	b'0.36809927'	b'1.6982993711752217'
b'ENSDARG00000014215'	b'-0.621984'	b'-1.049364287133339'
b'ENSDARG00000014302'	b'-0.45241463'	b'-1.059138589230839'
b'ENSDARG00000014420'	b'0.42666012'	b'2.160600990483553'
b'ENSDARG00000014462'	b'0.055774942'	b'0.0988259561374479'
b'ENSDARG00000014599'	b'0.38920403'	b'-0.4158418740252192'
b'ENSDARG00000014634'	b'-0.07056245'	b'0.7264121677449714'
b'ENSDARG00000014685'	b'0.20660816'	b'1.6497695300978927'
b'ENSDARG00000014704'	b'-0.020467624'	b'-0.4284591303298395'
b'ENSDARG00000014731'	b'0.137858'	b'1.3558248494318026'
b'ENSDARG00000014761'	b'0.06674284'	b'-0.2965177836827917'
b'ENSDARG00000014803'	b'0.21107455'	b'-0.3649191369439596'
b'ENSDARG00000014963'	b'0.4082564'	b'1.0964864235100604'
b'ENSDARG00000015002'	b'0.48842388'	b'-1.0577983210495272'
b'ENSDARG00000015010'	b'0.06689697'	b'-0.219356358929273'
b'ENSDARG00000015065'	b'0.21864301'	b'-1.04257349058616'
b'ENSDARG00000015153'	b'-0.18512003'	b'0.1010512243435445'
b'ENSDARG00000015161'	b'0.22466357'	b'1.5613025533316551'
b'ENSDARG00000015208'	b'0.21250221'	b'1.557459145050262'
b'ENSDARG00000015221'	b'-0.11964701'	b'0.9946975270563734'
b'ENSDARG00000015252'	b'-0.42523408'	b'-0.6104635747835819'
b'ENSDARG00000015273'	b'0.49962074'	b'0.0406075272091385'
b'ENSDARG00000015314'	b'0.29181522'	b'1.770718143576912'
b'ENSDARG00000015355'	b'0.36558294'	b'-0.3047501814495474'
b'ENSDARG00000015392'	b'-0.38455284'	b'1.2712299126269004'
b'ENSDARG00000015449'	b'-0.50103635'	b'-0.4202224713870701'
b'ENSDARG00000015566'	b'-0.04524824'	b'-0.0143015066066366'
b'ENSDARG00000015759'	b'0.579831'	b'2.425430276585628'
b'ENSDARG00000015860'	b'-0.2665695'	b'-0.3229248651262978'
b'ENSDARG00000015918'	b'0.41920257'	b'1.6082082103245532'
b'ENSDARG00000015966'	b'0.0031728595'	b'0.8420277583322767'
b'ENSDARG00000016016'	b'0.33090478'	b'1.022670728278512'
b'ENSDARG00000016048'	b'0.44099426'	b'0.6899386040848831'
b'ENSDARG00000016163'	b'-0.24159466'	b'0.0893908038335833'
b'ENSDARG00000016188'	b'-0.15093815'	b'-0.593282813148317'
b'ENSDARG00000016255'	b'0.22375287'	b'0.3752519650324419'
b'ENSDARG00000016302'	b'-0.10349229'	b'0.8565494051024437'
b'ENSDARG00000016343'	b'0.69167846'	b'1.9903853846166255'
b'ENSDARG00000016357'	b'0.467798'	b'1.2486104572710386'
b'ENSDARG00000016464'	b'-0.32090968'	b'-0.3234111338330854'
b'ENSDARG00000016496'	b'0.2868504'	b'0.9992485006485956'
b'ENSDARG00000016538'	b'0.14266786'	b'-1.0349883248050111'
b'ENSDARG00000016611'	b'0.060554877'	b'-0.4098985443404028'
b'ENSDARG00000016706'	b'0.27327847'	b'1.1177006829868716'
b'ENSDARG00000016733'	b'-0.18958853'	b'1.4138995519823798'
b'ENSDARG00000016745'	b'0.46664417'	b'1.7401039114271188'
b'ENSDARG00000016753'	b'0.5545864'	b'1.354400301092799'
b'ENSDARG00000016773'	b'0.18093044'	b'-0.3984074337053266'
b'ENSDARG00000016864'	b'0.37897408'	b'1.1909910006944049'
b'ENSDARG00000016908'	b'-0.109842435'	b'-0.2975663173164807'
b'ENSDARG00000016936'	b'-0.30541497'	b'0.0275277758756525'
b'ENSDARG00000016964'	b'0.18905024'	b'0.8634518092259087'
b'ENSDARG00000016968'	b'0.15178096'	b'1.50721443797007'
b'ENSDARG00000016981'	b'-0.46037662'	b'-0.4706423008965665'
b'ENSDARG00000017014'	b'0.46651596'	b'2.0989364143691325'
b'ENSDARG00000017261'	b'0.56782925'	b'1.3847546460414772'
b'ENSDARG00000017369'	b'-0.42032188'	b'-0.0778076175189119'
b'ENSDARG00000017400'	b'-0.121725604'	b'0.2706728235165282'
b'ENSDARG00000017565'	b'0.19388609'	b'-1.0821715594458776'
b'ENSDARG00000017606'	b'0.19714479'	b'0.6893397679731981'
b'ENSDARG00000017658'	b'0.6669857'	b'1.3517550376629486'
b'ENSDARG00000017659'	b'0.86848253'	b'1.7237287174458145'
b'ENSDARG00000017708'	b'0.04534549'	b'0.683417173615757'
b'ENSDARG00000017748'	b'-0.15702257'	b'0.2203860567704167'
b'ENSDARG00000017757'	b'0.39514416'	b'-0.13345767607677'
b'ENSDARG00000017811'	b'-0.10981843'	b'0.9046163161114662'
b'ENSDARG00000017880'	b'-0.26570034'	b'-1.0094831992736093'
b'ENSDARG00000017882'	b'-0.11547145'	b'-1.0326662559457085'
b'ENSDARG00000017910'	b'0.7028662'	b'1.0795485798064728'
b'ENSDARG00000017927'	b'0.295245'	b'-0.116168918839983'
b'ENSDARG00000017983'	b'-0.18813069'	b'-1.0328483177901966'
b'ENSDARG00000018105'	b'-0.1611891'	b'-0.0392060655541093'
b'ENSDARG00000018393'	b'8.390844e-05'	b'-0.1974625518876824'
b'ENSDARG00000018524'	b'0.061462015'	b'1.6516316429052764'
b'ENSDARG00000018559'	b'0.091289684'	b'0.1340969092820424'
b'ENSDARG00000018687'	b'0.032661468'	b'-1.087273617825811'
b'ENSDARG00000018691'	b'-0.3093754'	b'0.4160359189617886'
b'ENSDARG00000018721'	b'-0.40646404'	b'-0.5945166918651439'
b'ENSDARG00000018743'	b'-0.096599564'	b'0.2896664846841736'
b'ENSDARG00000018817'	b'0.30134392'	b'-0.6388897920242299'
b'ENSDARG00000018953'	b'0.38755327'	b'1.1086910753372934'
b'ENSDARG00000018971'	b'0.049088642'	b'0.8331046801920631'
b'ENSDARG00000019008'	b'0.15091951'	b'1.052309035071546'
b'ENSDARG00000019179'	b'0.48335463'	b'-0.7874008174512861'
b'ENSDARG00000019208'	b'-0.06272839'	b'-0.3586030876745428'
b'ENSDARG00000019274'	b'0.306879'	b'1.6129624593261624'
b'ENSDARG00000019300'	b'-0.41565388'	b'-0.2636556958783784'
b'ENSDARG00000019332'	b'0.3321786'	b'1.6382022152021858'
b'ENSDARG00000019355'	b'-0.16355409'	b'0.330173141614236'
b'ENSDARG00000019398'	b'-0.16449898'	b'1.5801049811715349'
b'ENSDARG00000019406'	b'0.78046894'	b'1.2100941271192454'
b'ENSDARG00000019444'	b'0.41569054'	b'2.903503031804365'
b'ENSDARG00000019498'	b'0.26254818'	b'-0.1729064414621303'
b'ENSDARG00000019658'	b'-0.11018908'	b'-0.5240897750517112'
b'ENSDARG00000019693'	b'0.259582'	b'0.5864181120838241'
b'ENSDARG00000019702'	b'0.08136059'	b'0.8986888046409753'
b'ENSDARG00000019706'	b'0.55652225'	b'-0.3488733953528808'
b'ENSDARG00000019835'	b'0.4608103'	b'1.298051837999115'
b'ENSDARG00000019920'	b'0.31343028'	b'0.293794943476083'
b'ENSDARG00000019990'	b'-0.5120865'	b'-1.0654119804512756'
b'ENSDARG00000020007'	b'0.52374405'	b'2.622052128542373'
b'ENSDARG00000020009'	b'-0.026570812'	b'0.5097486127569765'
b'ENSDARG00000020024'	b'-0.086977735'	b'0.1979254020757887'
b'ENSDARG00000020031'	b'0.04145266'	b'-0.0762237055465598'
b'ENSDARG00000020041'	b'-0.15356563'	b'0.4543178673635014'
b'ENSDARG00000020046'	b'-0.24312569'	b'-1.0504012263256644'
b'ENSDARG00000020134'	b'-0.41290355'	b'0.1156820705945936'
b'ENSDARG00000020158'	b'-0.03294424'	b'0.0436063612224018'
b'ENSDARG00000020176'	b'-0.24867098'	b'-0.7869208030248299'
b'ENSDARG00000020204'	b'-0.25542086'	b'-0.6755022835734633'
b'ENSDARG00000020224'	b'0.22967196'	b'0.3830006384486474'
b'ENSDARG00000020289'	b'0.19680366'	b'0.4800934193400191'
b'ENSDARG00000020345'	b'-0.46803117'	b'0.7249721018950094'
b'ENSDARG00000020417'	b'0.25369984'	b'0.6361773165290521'
b'ENSDARG00000020455'	b'0.13903202'	b'-1.0773868886680482'
b'ENSDARG00000020483'	b'0.47954607'	b'-1.0673431822390975'
b'ENSDARG00000020509'	b'-0.02552627'	b'-1.0291165353652576'
b'ENSDARG00000020574'	b'0.3714097'	b'2.98306943073195'
b'ENSDARG00000020602'	b'0.6146378'	b'-0.8967898027116159'
b'ENSDARG00000020693'	b'-0.49117577'	b'0.1450387548362711'
b'ENSDARG00000020702'	b'0.1407223'	b'0.7056617253367168'
b'ENSDARG00000020738'	b'-0.10372551'	b'-0.8114583949589357'
b'ENSDARG00000020771'	b'-0.4814278'	b'-1.0402980711690772'
b'ENSDARG00000020913'	b'0.011029273'	b'0.9231342721238496'
b'ENSDARG00000020924'	b'0.0350115'	b'-0.234158071757003'
b'ENSDARG00000021032'	b'0.37939578'	b'2.29063358961541'
b'ENSDARG00000021046'	b'0.10468078'	b'-0.2367871592757246'
b'ENSDARG00000021055'	b'0.023046575'	b'-0.895150785214186'
b'ENSDARG00000021110'	b'-0.41211444'	b'-0.2657192138749212'
b'ENSDARG00000021124'	b'0.63393945'	b'3.329768870858559'
b'ENSDARG00000021257'	b'0.20922054'	b'2.514229793702349'
b'ENSDARG00000021584'	b'-0.49173182'	b'-1.040862440307341'
b'ENSDARG00000021905'	b'0.09394747'	b'1.030000614286242'
b'ENSDARG00000021945'	b'0.105662'	b'1.356497735773354'
b'ENSDARG00000022160'	b'-0.30947673'	b'-0.5467564802951197'
b'ENSDARG00000022303'	b'0.4351012'	b'1.164140794113913'
b'ENSDARG00000022340'	b'0.07237515'	b'1.346837933802565'
b'ENSDARG00000022518'	b'-0.5031501'	b'-1.0684445413489447'
b'ENSDARG00000022599'	b'0.01154843'	b'0.0845005411089545'
b'ENSDARG00000022614'	b'-0.10513955'	b'-0.7102829895923284'
b'ENSDARG00000022690'	b'0.56069034'	b'1.0307371931781657'
b'ENSDARG00000022712'	b'-0.2814132'	b'-0.0562360802290528'
b'ENSDARG00000022763'	b'0.036396936'	b'-0.6440316934841226'
b'ENSDARG00000022772'	b'-0.6566411'	b'-0.9397085961148904'
b'ENSDARG00000022817'	b'0.5096428'	b'0.7281206886392042'
b'ENSDARG00000022841'	b'-0.4481191'	b'-0.9806301373437556'
b'ENSDARG00000022895'	b'0.0046940893'	b'-0.8182606045819598'
b'ENSDARG00000023104'	b'-0.6175677'	b'-0.6419595647691171'
