Gene	Pred	Actual
b'ENSDARG00000003307'	b'-0.1681006'	b'0.2787744724554438'
b'ENSDARG00000003380'	b'-0.2579496'	b'-0.3276538919116157'
b'ENSDARG00000003398'	b'-0.06666666'	b'0.3382393358010998'
b'ENSDARG00000003449'	b'-0.8362813'	b'-0.8931808951970436'
b'ENSDARG00000003531'	b'-0.20502129'	b'0.4882590324347986'
b'ENSDARG00000003599'	b'-0.23691942'	b'2.438196244826337'
b'ENSDARG00000003750'	b'-0.33237597'	b'-0.0998866911495892'
b'ENSDARG00000003751'	b'-0.3836898'	b'0.1265820783792498'
b'ENSDARG00000003899'	b'-0.5284509'	b'-0.5161422639432618'
b'ENSDARG00000003920'	b'-0.055448256'	b'1.3685868033056552'
b'ENSDARG00000003938'	b'-0.6501582'	b'0.016329944950419'
b'ENSDARG00000003941'	b'-0.42741847'	b'0.721970025679125'
b'ENSDARG00000003968'	b'-0.39839625'	b'-0.6554897286589794'
b'ENSDARG00000003974'	b'-0.24431053'	b'-0.0314327581773496'
b'ENSDARG00000003984'	b'-0.38158098'	b'-0.2500440561680387'
b'ENSDARG00000003989'	b'-0.7720082'	b'-0.9219155150689348'
b'ENSDARG00000003994'	b'-0.5768417'	b'-0.9905435960163076'
b'ENSDARG00000004037'	b'-0.51784074'	b'-0.094999304422058'
b'ENSDARG00000004160'	b'-0.7161586'	b'-0.1799212381166707'
b'ENSDARG00000004169'	b'-0.052756757'	b'0.5455569458303883'
b'ENSDARG00000004218'	b'-0.4759104'	b'-0.4377136410040068'
b'ENSDARG00000004232'	b'-0.25653467'	b'-0.9034809024352772'
b'ENSDARG00000004274'	b'-0.30976033'	b'-0.4325615018894794'
b'ENSDARG00000004307'	b'-0.55159885'	b'-0.9080193981451316'
b'ENSDARG00000004311'	b'-0.46217647'	b'-0.3437097922745982'
b'ENSDARG00000004433'	b'-0.46832955'	b'-0.5712757725106715'
b'ENSDARG00000004455'	b'-0.35966492'	b'-0.8162905078544006'
b'ENSDARG00000004460'	b'-0.47435313'	b'-0.2679377507425479'
b'ENSDARG00000004497'	b'-0.16385832'	b'-0.1903943257199186'
b'ENSDARG00000004498'	b'-0.59289473'	b'-0.9629319979456588'
b'ENSDARG00000004539'	b'-0.31479135'	b'-0.6926043548570474'
b'ENSDARG00000004576'	b'-0.4469555'	b'-0.7116791004803276'
b'ENSDARG00000004680'	b'-0.5639432'	b'0.4462599436159924'
b'ENSDARG00000004692'	b'-0.15918387'	b'0.8062390695675936'
b'ENSDARG00000004724'	b'-0.52109027'	b'0.108098299696795'
b'ENSDARG00000004753'	b'-0.6480652'	b'-0.9298115640169928'
b'ENSDARG00000004763'	b'-0.61283034'	b'-0.9087991191816835'
b'ENSDARG00000004823'	b'-0.703001'	b'-0.935005440703588'
b'ENSDARG00000004840'	b'-0.28478333'	b'-0.1554591891734216'
b'ENSDARG00000004880'	b'-0.44311723'	b'-0.6774001665815088'
b'ENSDARG00000004988'	b'-0.8550906'	b'-0.9334337619341408'
b'ENSDARG00000005010'	b'-0.765428'	b'0.0781775023541346'
b'ENSDARG00000005050'	b'-0.60261965'	b'-0.8721030326920652'
b'ENSDARG00000005098'	b'-0.4548423'	b'-0.5034568557701109'
b'ENSDARG00000005122'	b'-0.47065732'	b'0.3053156020045207'
b'ENSDARG00000005134'	b'-0.054522954'	b'0.3997097053272948'
b'ENSDARG00000005179'	b'-0.7373642'	b'-0.45307639410355'
b'ENSDARG00000005210'	b'-0.5445213'	b'-0.3663087766746942'
b'ENSDARG00000005232'	b'-0.74635583'	b'-0.8240570257908137'
b'ENSDARG00000005315'	b'-0.33109772'	b'0.503686440486897'
b'ENSDARG00000005320'	b'-0.63122296'	b'-0.8948353068125291'
b'ENSDARG00000005350'	b'-0.7119008'	b'-0.1038964028065567'
b'ENSDARG00000005359'	b'-0.36761066'	b'0.6364511237345095'
b'ENSDARG00000005382'	b'-0.40969437'	b'-0.2117812868679016'
b'ENSDARG00000005448'	b'-0.3438409'	b'-0.0027537686639965'
b'ENSDARG00000005476'	b'-0.63446194'	b'-0.8963033050758035'
b'ENSDARG00000005518'	b'-0.7240233'	b'-0.8659308163716108'
b'ENSDARG00000005525'	b'-0.35744283'	b'-0.1080766269569299'
b'ENSDARG00000005549'	b'-0.24687013'	b'-0.0464338229534312'
b'ENSDARG00000005652'	b'-0.74087185'	b'-0.519526215606837'
b'ENSDARG00000005670'	b'-0.6831875'	b'-0.9005627153352779'
b'ENSDARG00000005679'	b'-0.5390011'	b'-0.2569397061409937'
b'ENSDARG00000005754'	b'-0.88116413'	b'-0.6170525799845815'
b'ENSDARG00000005772'	b'-0.22138059'	b'0.1960838229788992'
b'ENSDARG00000005799'	b'-0.22125134'	b'0.5666322038009624'
b'ENSDARG00000005870'	b'-0.19660416'	b'0.5523765056382578'
b'ENSDARG00000005941'	b'-0.45896545'	b'-0.1602207813291347'
b'ENSDARG00000006110'	b'-0.56896794'	b'-0.8878194620669579'
b'ENSDARG00000006200'	b'-0.29498142'	b'0.3867536648662436'
b'ENSDARG00000006202'	b'-0.617163'	b'-0.5649937161872199'
b'ENSDARG00000006215'	b'-0.08701287'	b'-0.0181810172012426'
b'ENSDARG00000006279'	b'-0.4118834'	b'-0.7323168814775373'
b'ENSDARG00000006385'	b'-0.5726171'	b'0.0932711326470045'
b'ENSDARG00000006447'	b'-0.5152292'	b'-0.9318539804813932'
b'ENSDARG00000006474'	b'-0.6456569'	b'-0.8432361871798114'
b'ENSDARG00000006491'	b'-0.5006215'	b'-0.4757937305529183'
b'ENSDARG00000006494'	b'-0.39639664'	b'-0.2855127242803698'
b'ENSDARG00000006560'	b'-0.7483026'	b'-0.8916987974200703'
b'ENSDARG00000006585'	b'-0.36815038'	b'-0.445714557463467'
b'ENSDARG00000006588'	b'-0.072827734'	b'0.29351589164161'
b'ENSDARG00000006609'	b'-0.24328952'	b'0.5796348791935638'
b'ENSDARG00000006683'	b'-0.99313265'	b'-0.1750838082856615'
b'ENSDARG00000006754'	b'-0.73483866'	b'-0.8801480540190848'
b'ENSDARG00000006758'	b'-0.256287'	b'-0.5521812578366491'
b'ENSDARG00000006811'	b'-0.31917924'	b'0.2803666802736649'
b'ENSDARG00000006859'	b'-0.16551158'	b'-0.3938758988177507'
b'ENSDARG00000006889'	b'-0.7719658'	b'-0.6482557601580556'
b'ENSDARG00000006921'	b'-0.7321002'	b'-0.4887422038027071'
b'ENSDARG00000006924'	b'-0.43637696'	b'-0.0331127642461274'
b'ENSDARG00000007092'	b'-0.58970535'	b'-0.3351969531184348'
b'ENSDARG00000007125'	b'-0.53658736'	b'-0.5656707583817191'
b'ENSDARG00000007207'	b'-0.1521601'	b'0.0026900666499559'
b'ENSDARG00000007279'	b'-0.30095273'	b'0.5090853255472438'
b'ENSDARG00000007289'	b'-0.4603167'	b'-0.6766977249642195'
b'ENSDARG00000007323'	b'-0.3400954'	b'0.5962541865987318'
b'ENSDARG00000007344'	b'-0.37880903'	b'0.6752431741983953'
b'ENSDARG00000007398'	b'-0.7496824'	b'-0.9707414162503886'
b'ENSDARG00000007405'	b'-0.0415152'	b'0.8017942800978892'
b'ENSDARG00000007409'	b'-0.2248289'	b'0.3345102813744497'
b'ENSDARG00000007531'	b'-0.4407773'	b'0.0813383679992886'
b'ENSDARG00000007560'	b'-0.6363237'	b'-0.7514946684678286'
b'ENSDARG00000007582'	b'-0.2984891'	b'-0.9902659192617894'
b'ENSDARG00000007603'	b'-0.53908825'	b'-0.1057944241741878'
b'ENSDARG00000007639'	b'-0.4414973'	b'-0.1273470545873405'
b'ENSDARG00000007654'	b'-0.44615388'	b'-0.8222029007456478'
b'ENSDARG00000007678'	b'-0.5235134'	b'-0.5642492015288874'
b'ENSDARG00000007693'	b'-0.1412528'	b'1.0200306694554042'
b'ENSDARG00000007720'	b'-0.21259488'	b'0.5877977080129559'
b'ENSDARG00000007739'	b'-0.37065816'	b'-0.897873442155175'
b'ENSDARG00000007786'	b'-0.17009921'	b'0.6015375940478283'
b'ENSDARG00000007886'	b'-0.5208957'	b'-0.4416793175575908'
b'ENSDARG00000007941'	b'-0.13810946'	b'-0.9538054506198907'
b'ENSDARG00000007988'	b'-0.5988602'	b'-0.9182635018606649'
b'ENSDARG00000008026'	b'-0.6638265'	b'-0.3095678069836308'
b'ENSDARG00000008030'	b'-0.044088513'	b'0.93527028253114'
b'ENSDARG00000008032'	b'-0.58250254'	b'0.281114635443017'
b'ENSDARG00000008060'	b'-0.06209231'	b'-0.267944408851667'
b'ENSDARG00000008174'	b'-0.37483543'	b'-1.0'
b'ENSDARG00000008384'	b'-0.14619371'	b'-0.4341294747922056'
b'ENSDARG00000008396'	b'-0.48336914'	b'-0.0313519019222287'
b'ENSDARG00000008433'	b'-0.41966015'	b'-0.5869770186453839'
b'ENSDARG00000008473'	b'-0.47886786'	b'-0.8386459231740325'
b'ENSDARG00000008678'	b'-0.6058687'	b'0.2167160977797035'
b'ENSDARG00000008740'	b'-0.46675226'	b'-0.0179597193837165'
b'ENSDARG00000008772'	b'-0.51967114'	b'-0.8606605318331201'
b'ENSDARG00000008906'	b'-0.5323763'	b'-0.0267975729161038'
b'ENSDARG00000008979'	b'-0.62624913'	b'-0.1226502030585013'
b'ENSDARG00000008982'	b'-0.13359243'	b'0.2321181869861368'
b'ENSDARG00000009020'	b'-0.42551944'	b'-0.9300396240677884'
b'ENSDARG00000009021'	b'-0.4172276'	b'-0.8072251284868598'
b'ENSDARG00000009133'	b'-0.5326297'	b'-0.4863942493501531'
b'ENSDARG00000009169'	b'-0.17876452'	b'0.514007734810318'
b'ENSDARG00000009209'	b'-0.29307613'	b'0.1548008016953951'
b'ENSDARG00000009215'	b'-0.42317206'	b'-0.3100834558810407'
b'ENSDARG00000009253'	b'-0.4499322'	b'0.2573257969617741'
b'ENSDARG00000009281'	b'-0.7903791'	b'-0.9759895044533512'
b'ENSDARG00000009727'	b'-0.28501126'	b'-0.8296244863054024'
b'ENSDARG00000009738'	b'-0.5296026'	b'-0.9799787260199786'
b'ENSDARG00000009782'	b'-0.6730676'	b'-0.149213221884852'
b'ENSDARG00000009851'	b'-0.6153622'	b'-0.189005660290022'
b'ENSDARG00000009930'	b'-0.9651786'	b'-0.9901899130040456'
b'ENSDARG00000009949'	b'-0.6372994'	b'-0.9652174468725174'
b'ENSDARG00000009978'	b'-0.3480936'	b'1.5533911496507629'
b'ENSDARG00000010031'	b'-0.059170246'	b'-0.1731315545308159'
b'ENSDARG00000010042'	b'-0.683861'	b'-0.9409369741137428'
b'ENSDARG00000010318'	b'-0.51707214'	b'-0.5731280924651599'
b'ENSDARG00000010425'	b'-0.4533633'	b'-0.6638183165858438'
b'ENSDARG00000010432'	b'-0.24135531'	b'0.4495617706846648'
b'ENSDARG00000010717'	b'-0.27808574'	b'0.5133934024165246'
b'ENSDARG00000010782'	b'-0.4595559'	b'-0.7095735454449008'
b'ENSDARG00000010844'	b'-0.8440929'	b'-0.3539133716728099'
b'ENSDARG00000010873'	b'-0.4314908'	b'0.8207045581916592'
b'ENSDARG00000010905'	b'-0.2684704'	b'-0.2948370439723303'
b'ENSDARG00000010918'	b'-0.6065028'	b'-0.5149962603265499'
b'ENSDARG00000010936'	b'-0.59770566'	b'-0.1169818427731451'
b'ENSDARG00000011083'	b'-0.24488132'	b'-0.6077408862418414'
b'ENSDARG00000011146'	b'-0.38036603'	b'1.0538490931185016'
b'ENSDARG00000011188'	b'-0.6291738'	b'-0.1400642181176045'
b'ENSDARG00000011201'	b'-0.45911482'	b'1.2765401405681056'
b'ENSDARG00000011360'	b'-0.30298632'	b'-0.0421203901840634'
b'ENSDARG00000011422'	b'-0.68482095'	b'-0.9420676291101312'
b'ENSDARG00000011579'	b'-0.21335113'	b'-0.8658011428949969'
b'ENSDARG00000011886'	b'-0.26435784'	b'-0.75871510575224'
b'ENSDARG00000011897'	b'-0.4258414'	b'0.1796176016038492'
b'ENSDARG00000011956'	b'-0.4700523'	b'-0.9684797000097792'
b'ENSDARG00000011989'	b'-0.11667857'	b'-0.9335994304924482'
b'ENSDARG00000012013'	b'-0.48505658'	b'-0.830396374942643'
b'ENSDARG00000012019'	b'-0.73809904'	b'-0.9022598354949976'
b'ENSDARG00000012039'	b'-0.5463997'	b'-0.5481578200670436'
b'ENSDARG00000012060'	b'-0.478004'	b'-0.8684307293785347'
b'ENSDARG00000012140'	b'-0.17586732'	b'0.6138834704399618'
b'ENSDARG00000012234'	b'-0.066906184'	b'0.6371498028317005'
b'ENSDARG00000012248'	b'-0.2775104'	b'-0.1386782939866442'
b'ENSDARG00000012314'	b'-0.5798845'	b'-0.0639946455024537'
b'ENSDARG00000012366'	b'-0.5187083'	b'-0.980732005846194'
b'ENSDARG00000012369'	b'-0.21457207'	b'0.5519830602317253'
b'ENSDARG00000012432'	b'-0.30072585'	b'0.4387946043624454'
b'ENSDARG00000012495'	b'-0.14366642'	b'0.477435774065906'
b'ENSDARG00000012505'	b'-0.41208953'	b'0.618209194191811'
b'ENSDARG00000012563'	b'-0.8027823'	b'-0.6721938151116408'
b'ENSDARG00000012684'	b'-0.37903395'	b'0.160209608939295'
b'ENSDARG00000012745'	b'-0.52045965'	b'-0.6126190484468915'
b'ENSDARG00000012829'	b'-0.5368525'	b'-0.8459774872352489'
b'ENSDARG00000012887'	b'-0.6392868'	b'-0.492388948312619'
b'ENSDARG00000012949'	b'-0.6186873'	b'-0.7367893193633843'
b'ENSDARG00000013016'	b'-0.25975293'	b'-0.1459621632646264'
b'ENSDARG00000013078'	b'-0.1317329'	b'1.4478385317007043'
b'ENSDARG00000013266'	b'-0.31056312'	b'-0.5674322933110023'
b'ENSDARG00000013293'	b'-0.405082'	b'-0.950693601529427'
b'ENSDARG00000013307'	b'-0.14817782'	b'2.295879069461872'
b'ENSDARG00000013393'	b'-0.16863048'	b'-0.9171700838107156'
b'ENSDARG00000013539'	b'-0.46618715'	b'-0.6268603886516824'
b'ENSDARG00000013613'	b'-0.48646793'	b'-0.3107394103628762'
b'ENSDARG00000013705'	b'-0.54515964'	b'-0.3071645155418614'
b'ENSDARG00000013729'	b'-0.40899754'	b'0.6183429196293428'
b'ENSDARG00000013763'	b'-0.37885448'	b'0.4241593731824042'
b'ENSDARG00000013787'	b'-0.45345718'	b'-0.7713719099796111'
b'ENSDARG00000013845'	b'-0.4674925'	b'0.2992824448038109'
b'ENSDARG00000013881'	b'-0.4360052'	b'-0.1499938151187232'
b'ENSDARG00000013892'	b'-0.63914686'	b'-0.3357694766446166'
b'ENSDARG00000013931'	b'-0.5785362'	b'1.1176213736621383'
b'ENSDARG00000013933'	b'-0.5856728'	b'-0.912225127309035'
b'ENSDARG00000013938'	b'-0.5614301'	b'0.3279904322594315'
b'ENSDARG00000013968'	b'-0.40612212'	b'1.2245108751816591'
b'ENSDARG00000013976'	b'-0.28118482'	b'0.581438354722488'
b'ENSDARG00000014041'	b'-0.16223237'	b'-0.0519857245728913'
b'ENSDARG00000014159'	b'-0.2631152'	b'0.7637638829201956'
b'ENSDARG00000014215'	b'-0.88431025'	b'-0.933166517272008'
b'ENSDARG00000014302'	b'-0.88442236'	b'-0.998146740148392'
b'ENSDARG00000014420'	b'-0.2811196'	b'-0.8003775347686825'
b'ENSDARG00000014462'	b'-0.48143587'	b'-0.8636110224148824'
b'ENSDARG00000014599'	b'-0.24547422'	b'-0.4172856359613252'
b'ENSDARG00000014634'	b'-0.5311603'	b'-0.055004046596939'
b'ENSDARG00000014685'	b'-0.39763463'	b'-0.3873201117453076'
b'ENSDARG00000014704'	b'-0.4320086'	b'-0.2049578446236774'
b'ENSDARG00000014731'	b'-0.30826253'	b'0.5416773935000568'
b'ENSDARG00000014761'	b'-0.52827996'	b'-0.3738089029763252'
b'ENSDARG00000014803'	b'-0.32077184'	b'-0.8343304366389389'
b'ENSDARG00000014963'	b'-0.17670335'	b'0.1966447463659343'
b'ENSDARG00000015002'	b'-0.23041196'	b'-0.9888325717990574'
b'ENSDARG00000015010'	b'-0.4049632'	b'-0.920442673442552'
b'ENSDARG00000015065'	b'-0.33163643'	b'0.5486237204840186'
b'ENSDARG00000015153'	b'-0.56465036'	b'-0.4071143788047509'
b'ENSDARG00000015161'	b'-0.20941913'	b'0.4175077392648575'
b'ENSDARG00000015208'	b'-0.3747958'	b'0.0272670340383578'
b'ENSDARG00000015221'	b'-0.64258105'	b'0.0355964632396652'
b'ENSDARG00000015252'	b'-0.78279424'	b'-0.7035724665289772'
b'ENSDARG00000015273'	b'-0.2678812'	b'-0.9442377692161916'
b'ENSDARG00000015314'	b'-0.24592136'	b'0.3468876103530862'
b'ENSDARG00000015355'	b'-0.24998276'	b'-0.0593743150769344'
b'ENSDARG00000015392'	b'-0.7254991'	b'-0.1347974039899298'
b'ENSDARG00000015449'	b'-0.9081111'	b'-0.6591937854806704'
b'ENSDARG00000015566'	b'-0.45773757'	b'-0.6117627711993039'
b'ENSDARG00000015759'	b'-0.10293388'	b'0.721952956407064'
b'ENSDARG00000015860'	b'-0.75021565'	b'-0.6741209311982463'
b'ENSDARG00000015918'	b'-0.3439328'	b'0.8145907538237969'
b'ENSDARG00000015966'	b'-0.47334933'	b'0.1684241426186007'
b'ENSDARG00000016016'	b'-0.27990744'	b'0.4816755695040915'
b'ENSDARG00000016048'	b'-0.27244264'	b'0.2229401115344409'
b'ENSDARG00000016163'	b'-0.67282385'	b'-0.166898668593589'
b'ENSDARG00000016188'	b'-0.5277257'	b'-0.2025050553940417'
b'ENSDARG00000016255'	b'-0.34506783'	b'0.330718034759629'
b'ENSDARG00000016302'	b'-0.54597735'	b'0.0241184238337026'
b'ENSDARG00000016343'	b'-0.098845355'	b'-0.6573964119940089'
b'ENSDARG00000016357'	b'-0.18819587'	b'0.3430504066791923'
b'ENSDARG00000016464'	b'-0.7306258'	b'-0.6344846207979379'
b'ENSDARG00000016496'	b'-0.34984502'	b'-0.2772143986428446'
b'ENSDARG00000016538'	b'-0.34647155'	b'-0.5766805112595049'
b'ENSDARG00000016611'	b'-0.34276602'	b'0.2381639275563541'
b'ENSDARG00000016706'	b'-0.36041775'	b'-0.3499591076378286'
b'ENSDARG00000016733'	b'-0.6141031'	b'0.0129871232319351'
b'ENSDARG00000016745'	b'-0.1166586'	b'0.7349992631601852'
b'ENSDARG00000016753'	b'-0.20981808'	b'0.0614864718414575'
b'ENSDARG00000016773'	b'-0.34975895'	b'-0.1479545724187398'
b'ENSDARG00000016864'	b'-0.32979935'	b'0.1906100074199125'
b'ENSDARG00000016908'	b'-0.4050843'	b'0.4010973317450081'
b'ENSDARG00000016936'	b'-0.7169282'	b'-0.8633062918406766'
b'ENSDARG00000016964'	b'-0.18455066'	b'0.5091495602601447'
b'ENSDARG00000016968'	b'-0.4514555'	b'0.3896099471500704'
b'ENSDARG00000016981'	b'-0.82379794'	b'-0.9273481995033808'
b'ENSDARG00000017014'	b'-0.22310399'	b'0.7642848691473791'
b'ENSDARG00000017261'	b'-0.088433415'	b'0.2170615834152659'
b'ENSDARG00000017369'	b'-0.6983548'	b'-0.7890323256837759'
b'ENSDARG00000017400'	b'-0.49171832'	b'-0.4269736808001377'
b'ENSDARG00000017565'	b'-0.32979715'	b'-0.6638619175289167'
b'ENSDARG00000017606'	b'-0.35434932'	b'0.140235418149347'
b'ENSDARG00000017658'	b'-0.14727616'	b'0.2085598845045705'
b'ENSDARG00000017659'	b'-0.044771433'	b'0.9621217095001102'
b'ENSDARG00000017708'	b'-0.34400973'	b'0.2184255911761886'
b'ENSDARG00000017748'	b'-0.5403164'	b'-0.4150142018087859'
b'ENSDARG00000017757'	b'-0.17454204'	b'0.4629040836542197'
b'ENSDARG00000017811'	b'-0.5427978'	b'0.2917442437538691'
b'ENSDARG00000017880'	b'-0.6125433'	b'-0.8805851020728015'
b'ENSDARG00000017882'	b'-0.474774'	b'-0.8777269811123063'
b'ENSDARG00000017910'	b'-0.07483627'	b'-0.0494106438631705'
b'ENSDARG00000017927'	b'-0.32547224'	b'-1.0'
b'ENSDARG00000017983'	b'-0.6048309'	b'-0.9678778635330436'
b'ENSDARG00000018105'	b'-0.56468624'	b'-0.9058692413838614'
b'ENSDARG00000018393'	b'-0.44988146'	b'-0.6770003781382493'
b'ENSDARG00000018524'	b'-0.4559921'	b'0.605038401253805'
b'ENSDARG00000018559'	b'-0.4910738'	b'-0.3156905960652351'
b'ENSDARG00000018687'	b'-0.41356772'	b'-0.7164151737076636'
b'ENSDARG00000018691'	b'-0.628517'	b'-0.2159977885873549'
b'ENSDARG00000018721'	b'-0.82359517'	b'-0.7166107504003415'
b'ENSDARG00000018743'	b'-0.5868572'	b'-0.8943018805472601'
b'ENSDARG00000018817'	b'-0.21510398'	b'-0.9094074850299368'
b'ENSDARG00000018953'	b'-0.16116731'	b'0.4958908083213505'
b'ENSDARG00000018971'	b'-0.4223493'	b'0.2315121759100833'
b'ENSDARG00000019008'	b'-0.4311759'	b'0.3152508657805213'
b'ENSDARG00000019179'	b'-0.15531033'	b'-0.8416956375344675'
b'ENSDARG00000019208'	b'-0.52691376'	b'-0.7815686615405107'
b'ENSDARG00000019274'	b'-0.41677666'	b'0.0756284902770888'
b'ENSDARG00000019300'	b'-0.8238104'	b'-0.8342296843696789'
b'ENSDARG00000019332'	b'-0.3274867'	b'0.7641233835768749'
b'ENSDARG00000019355'	b'-0.5758521'	b'-0.0579572087044076'
b'ENSDARG00000019398'	b'-0.6066479'	b'0.2186169660005076'
b'ENSDARG00000019406'	b'-0.22890249'	b'0.1770051797197377'
b'ENSDARG00000019444'	b'-0.1540612'	b'1.404879621110423'
b'ENSDARG00000019498'	b'-0.33484033'	b'-0.0900677544327811'
b'ENSDARG00000019658'	b'-0.56059265'	b'-0.9010361025840294'
b'ENSDARG00000019693'	b'-0.31275132'	b'0.1635912752023616'
b'ENSDARG00000019702'	b'-0.49642676'	b'0.3060803942856738'
b'ENSDARG00000019706'	b'-0.27898628'	b'-0.2776713090891938'
b'ENSDARG00000019835'	b'-0.28659162'	b'-0.9401795968905268'
b'ENSDARG00000019920'	b'-0.23451485'	b'-0.9402142312022174'
b'ENSDARG00000019990'	b'-0.7512493'	b'-0.9977323847096318'
b'ENSDARG00000020007'	b'-0.053640418'	b'0.5291141143237347'
b'ENSDARG00000020009'	b'-0.48215538'	b'-0.0830714021688685'
b'ENSDARG00000020024'	b'-0.5328908'	b'-0.1262342180387538'
b'ENSDARG00000020031'	b'-0.35985473'	b'0.2898736221262414'
b'ENSDARG00000020041'	b'-0.6321896'	b'-0.2376675630902512'
b'ENSDARG00000020046'	b'-0.63781154'	b'-0.9644044359962036'
b'ENSDARG00000020134'	b'-0.8181459'	b'-0.5807844128533509'
b'ENSDARG00000020158'	b'-0.34127173'	b'-0.5442677941086232'
b'ENSDARG00000020176'	b'-0.73723507'	b'-0.6597737353214138'
b'ENSDARG00000020204'	b'-0.57540095'	b'-0.7099428976926653'
b'ENSDARG00000020224'	b'-0.10866282'	b'-0.8378290555761335'
b'ENSDARG00000020289'	b'-0.35822758'	b'-0.7501536545010453'
b'ENSDARG00000020345'	b'-0.8204756'	b'-0.3048261329164348'
b'ENSDARG00000020417'	b'-0.33582455'	b'-0.9038146389582558'
b'ENSDARG00000020455'	b'-0.40325263'	b'-0.367393838307922'
b'ENSDARG00000020483'	b'-0.17461844'	b'-0.960621013478308'
b'ENSDARG00000020509'	b'-0.47373772'	b'-0.7474605024984158'
b'ENSDARG00000020574'	b'-0.2127613'	b'-0.8575433653585744'
b'ENSDARG00000020602'	b'-0.21005793'	b'-1.0'
b'ENSDARG00000020693'	b'-0.818446'	b'0.4264485380551909'
b'ENSDARG00000020702'	b'-0.39582264'	b'-0.5606580836475172'
b'ENSDARG00000020738'	b'-0.5479606'	b'-0.3853714021279961'
b'ENSDARG00000020771'	b'-0.85156363'	b'-0.9589235250542628'
b'ENSDARG00000020913'	b'-0.5068246'	b'-0.1794599441834606'
b'ENSDARG00000020924'	b'-0.45719153'	b'0.0296071340319274'
b'ENSDARG00000021032'	b'-0.36505604'	b'-0.3636736960676794'
b'ENSDARG00000021046'	b'-0.42118984'	b'-0.1550153804897491'
b'ENSDARG00000021055'	b'-0.41729414'	b'-0.7923493480745079'
b'ENSDARG00000021110'	b'-0.77020717'	b'-0.8681723260485366'
b'ENSDARG00000021124'	b'-0.20589548'	b'1.843595451801018'
b'ENSDARG00000021257'	b'-0.33480942'	b'1.161350727123292'
b'ENSDARG00000021584'	b'-0.87585986'	b'-0.988840637520056'
b'ENSDARG00000021905'	b'-0.45267224'	b'0.3384138989008424'
b'ENSDARG00000021945'	b'-0.43908107'	b'0.1796699393562671'
b'ENSDARG00000022160'	b'-0.6643709'	b'-0.7851757495005002'
b'ENSDARG00000022303'	b'-0.2131776'	b'1.007114247074487'
b'ENSDARG00000022340'	b'-0.28803334'	b'0.6998123787202238'
b'ENSDARG00000022518'	b'-0.75185955'	b'-0.9813489739216376'
